##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0447
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0447
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 1846.7 +/- 27.7972
# t0 = 16286.7 +/- 72.0688
# c0 = 595.721 +/- 23.4767
# c1 = 0.0025885 +/- 0.000207411
# c2 = 176.446 +/- 2.53365
####
# Fit Results:
# t_onset = 2012-04-22T12:03:22.019 +/- 1479.03 (sec)
# h_onset = 125.849 +/- 11.1807 (Mm)
# dh_onset = 16.5441 +/- 11.1807 (Mm)
# dt_slowrise = 1.94719 +/- 0.410842 (hrs)
# v_slowrise = 1.93082 +/- 0.622417 (km/s)
# v_fovmax = 144.289 +/- 5.96519 (km/s)
# v_500arc = 130.86 +/- 4.46352 (km/s)
# a_onset = 1.02368 +/- 0.378064 (m/s^2)
# a_fovmax = 77.1427 +/- 7.00512 (m/s^2)
# a_500arc = 69.8645 +/- 74.1324 (m/s^2)
# n_onset = 0.763885 +/- 0.0166657 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.318 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2012-04-22T10:00:32.120
# km per arcsec = 729.531
# Data HEIGHT error (arcsec) = 7.83295
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2012-04-22T10:06:32.130	135.38	[806.73,-722.77966]	135.33	[806.72,-722.72504]	0.0026465	0.000000031386
2012-04-22T10:08:32.120	133.13	[806.05,-720.62830]	135.64	[806.81,-723.02795]	0.0026503	0.000000033493
2012-04-22T10:10:32.140	137.64	[807.41,-724.93097]	135.96	[806.91,-723.33148]	0.0026545	0.000000035742
2012-04-22T10:12:32.120	137.64	[807.41,-724.93097]	136.28	[807.00,-723.63544]	0.0026589	0.000000038141
2012-04-22T10:14:32.120	135.38	[806.73,-722.77966]	136.60	[807.10,-723.93988]	0.0026637	0.000000040701
2012-04-22T10:16:32.120	133.13	[806.05,-720.62830]	136.92	[807.20,-724.24493]	0.0026687	0.000000043434
2012-04-22T10:18:32.120	133.13	[806.05,-720.62830]	137.24	[807.29,-724.55054]	0.0026741	0.000000046350
2012-04-22T10:20:32.120	135.38	[806.73,-722.77966]	137.56	[807.39,-724.85687]	0.0026798	0.000000049462
2012-04-22T10:22:32.120	135.38	[806.73,-722.77966]	137.88	[807.49,-725.16382]	0.0026860	0.000000052783
2012-04-22T10:24:32.120	137.64	[807.41,-724.93097]	138.21	[807.58,-725.47150]	0.0026925	0.000000056327
2012-04-22T10:26:32.140	137.64	[807.41,-724.93097]	138.53	[807.68,-725.77997]	0.0026995	0.000000060109
2012-04-22T10:28:32.120	137.64	[807.41,-724.93097]	138.86	[807.78,-726.08917]	0.0027070	0.000000064144
2012-04-22T10:30:32.120	139.90	[808.09,-727.08228]	139.18	[807.88,-726.39935]	0.0027149	0.000000068450
2012-04-22T10:32:32.120	139.90	[808.09,-727.08228]	139.51	[807.98,-726.71045]	0.0027234	0.000000073046
2012-04-22T10:34:32.120	139.90	[808.09,-727.08228]	139.83	[808.07,-727.02252]	0.0027324	0.000000077950
2012-04-22T10:36:32.120	139.90	[808.09,-727.08228]	140.16	[808.17,-727.33575]	0.0027421	0.000000083184
2012-04-22T10:38:32.120	139.90	[808.09,-727.08228]	140.49	[808.27,-727.65009]	0.0027524	0.000000088769
2012-04-22T10:40:32.120	139.90	[808.09,-727.08228]	140.82	[808.37,-727.96558]	0.0027634	0.000000094728
2012-04-22T10:42:32.120	139.90	[808.09,-727.08228]	141.16	[808.47,-728.28241]	0.0027752	0.00000010109
2012-04-22T10:44:32.120	142.15	[808.77,-729.23364]	141.49	[808.57,-728.60065]	0.0027877	0.00000010788
2012-04-22T10:46:32.120	142.15	[808.77,-729.23364]	141.82	[808.68,-728.92029]	0.0028011	0.00000011512
2012-04-22T10:48:32.120	142.15	[808.77,-729.23364]	142.16	[808.78,-729.24158]	0.0028154	0.00000012285
2012-04-22T10:50:32.120	142.15	[808.77,-729.23364]	142.50	[808.88,-729.56464]	0.0028306	0.00000013109
2012-04-22T10:52:32.130	144.41	[809.45,-731.38495]	142.84	[808.98,-729.88940]	0.0028468	0.00000013990
2012-04-22T10:54:32.120	144.41	[809.45,-731.38495]	143.18	[809.08,-730.21606]	0.0028642	0.00000014929
2012-04-22T10:56:32.120	144.41	[809.45,-731.38495]	143.53	[809.19,-730.54480]	0.0028827	0.00000015931
2012-04-22T10:58:32.120	137.64	[807.41,-724.93097]	143.88	[809.29,-730.87573]	0.0029024	0.00000017001
2012-04-22T11:00:32.120	137.64	[807.41,-724.93097]	144.23	[809.40,-731.20905]	0.0029235	0.00000018142
2012-04-22T11:02:32.120	144.41	[809.45,-731.38495]	144.58	[809.51,-731.54480]	0.0029460	0.00000019360
2012-04-22T11:04:32.120	144.41	[809.45,-731.38495]	144.93	[809.61,-731.88318]	0.0029700	0.00000020660
