##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0989
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0989
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 2473.57 +/- 33.7794
# t0 = 55242.9 +/- 124.559
# c0 = 246.513 +/- 11.2785
# c1 = 0.000276109 +/- 5.36763E-05
# c2 = 69.4288 +/- 1.01599
####
# Fit Results:
# t_onset = 2014-07-22T13:35:34.081 +/- 1896.44 (sec)
# h_onset = 59.1844 +/- 5.00356 (Mm)
# dh_onset = 2.97533 +/- 5.00356 (Mm)
# dt_slowrise = 3.28416 +/- 0.526789 (hrs)
# v_slowrise = 0.205244 +/- 0.119883 (km/s)
# v_fovmax = 74.1447 +/- 8.68538 (km/s)
# v_500arc = 128.441 +/- 9.47345 (km/s)
# a_onset = 0.0824603 +/- 0.0594321 (m/s^2)
# a_fovmax = 29.9039 +/- 6.29464 (m/s^2)
# a_500arc = 51.8609 +/- 59.0551 (m/s^2)
# n_onset = 1.62717 +/- 0.0303752 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.168 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2014-07-22T02:18:31.120
# km per arcsec = 737.247
# Data HEIGHT error (arcsec) = 4.55626
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2014-07-22T10:18:31.120	60.402	[935.53,404.57]	62.133	[937.14,405.20]	0.00027838	0.00000000091732
2014-07-22T10:21:31.130	59.767	[934.94,404.33]	62.183	[937.19,405.22]	0.00027855	0.00000000098656
2014-07-22T10:24:31.140	59.767	[934.94,404.33]	62.234	[937.23,405.23]	0.00027873	0.0000000010610
2014-07-22T10:27:31.130	61.038	[936.12,404.80]	62.284	[937.28,405.25]	0.00027893	0.0000000011411
2014-07-22T10:30:31.140	59.767	[934.94,404.33]	62.334	[937.33,405.27]	0.00027915	0.0000000012273
2014-07-22T10:33:31.130	59.767	[934.94,404.33]	62.384	[937.37,405.29]	0.00027937	0.0000000013199
2014-07-22T10:36:31.130	59.767	[934.94,404.33]	62.435	[937.42,405.31]	0.00027962	0.0000000014195
2014-07-22T10:39:31.120	59.767	[934.94,404.33]	62.485	[937.47,405.33]	0.00027989	0.0000000015267
2014-07-22T10:42:31.120	59.767	[934.94,404.33]	62.535	[937.51,405.34]	0.00028017	0.0000000016419
2014-07-22T10:45:31.130	59.767	[934.94,404.33]	62.586	[937.56,405.36]	0.00028048	0.0000000017658
2014-07-22T10:48:31.120	63.581	[938.49,405.73]	62.636	[937.61,405.38]	0.00028081	0.0000000018991
2014-07-22T10:51:31.130	63.581	[938.49,405.73]	62.687	[937.65,405.40]	0.00028116	0.0000000020425
2014-07-22T10:54:31.120	63.581	[938.49,405.73]	62.738	[937.70,405.42]	0.00028154	0.0000000021966
2014-07-22T10:57:31.120	63.581	[938.49,405.73]	62.788	[937.75,405.44]	0.00028195	0.0000000023624
2014-07-22T11:00:31.120	63.581	[938.49,405.73]	62.839	[937.80,405.46]	0.00028239	0.0000000025408
2014-07-22T11:03:31.120	63.581	[938.49,405.73]	62.890	[937.84,405.47]	0.00028287	0.0000000027325
