##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0498
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0498
####
No fit for this entry.
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.600 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
####
# Data Info:
# Observation Start = 2012-06-17T18:00:32.120
# km per arcsec = 737.26331
##########################################################################################
TIME	HEIGHT	COORD
2012-06-17T20:04:32.120	23.326	[-949.72479,-238.68019]
2012-06-17T20:06:32.120	22.215	[-948.65704,-238.98590]
2012-06-17T20:08:32.120	29.435	[-955.59796,-236.99881]
2012-06-17T20:10:32.120	31.101	[-957.19971,-236.54025]
2012-06-17T20:12:32.120	31.101	[-957.19971,-236.54025]
2012-06-17T20:14:32.120	29.990	[-956.13190,-236.84595]
2012-06-17T20:16:32.120	29.990	[-956.13190,-236.84595]
2012-06-17T20:18:32.120	29.990	[-956.13190,-236.84595]
2012-06-17T20:20:32.120	31.656	[-957.73364,-236.38742]
2012-06-17T20:22:32.120	32.767	[-958.80151,-236.08170]
2012-06-17T20:24:32.120	34.433	[-960.40326,-235.62314]
2012-06-17T20:26:32.120	36.099	[-962.00507,-235.16458]
2012-06-17T20:28:32.120	36.655	[-962.53900,-235.01173]
2012-06-17T20:30:32.120	36.655	[-962.53900,-235.01173]
2012-06-17T20:32:32.120	36.655	[-962.53900,-235.01173]
2012-06-17T20:34:32.120	37.210	[-963.07288,-234.85887]
2012-06-17T20:36:32.120	38.321	[-964.14075,-234.55318]
2012-06-17T20:38:32.120	38.876	[-964.67468,-234.40031]
2012-06-17T20:40:32.130	40.542	[-966.27643,-233.94176]
2012-06-17T20:42:32.120	41.653	[-967.34430,-233.63605]
2012-06-17T20:44:32.120	43.874	[-969.47998,-233.02463]
2012-06-17T20:46:32.120	34.988	[-960.93719,-235.47029]
2012-06-17T20:48:32.120	28.324	[-954.53015,-237.30452]
2012-06-17T20:50:32.120	31.101	[-957.19971,-236.54025]
2012-06-17T20:52:32.120	37.210	[-963.07288,-234.85887]
2012-06-17T20:54:32.120	46.096	[-971.61566,-232.41324]
2012-06-17T20:56:32.120	54.982	[-980.15845,-229.96759]
2012-06-17T20:58:32.120	78.307	[-1002.58319,-223.54778]
2012-06-17T21:01:32.130	99.967	[-1023.40619,-217.58652]
2012-06-17T21:03:32.120	125.51	[-1047.96667,-210.55530]
2012-06-17T21:05:32.130	162.17	[-1083.20557,-200.46704]
2012-06-17T21:07:32.120	209.93	[-1129.12305,-187.32170]
2012-06-17T21:09:32.130	251.58	[-1169.16724,-175.85774]
2012-06-17T21:11:32.130	277.69	[-1194.26160,-168.67366]
