##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0705
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0705
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 1968.9 +/- 45.4033
# t0 = 49981.8 +/- 149.056
# c0 = 175.936 +/- 14.1914
# c1 = 0.0012013 +/- 0.000241237
# c2 = 60.3731 +/- 2.78881
####
# Fit Results:
# t_onset = 2013-05-21T19:31:25.066 +/- 1949.40 (sec)
# h_onset = 49.0984 +/- 16.1193 (Mm)
# dh_onset = 8.60291 +/- 16.1193 (Mm)
# dt_slowrise = 2.16498 +/- 0.541501 (hrs)
# v_slowrise = 0.898988 +/- 0.699024 (km/s)
# v_fovmax = 140.263 +/- 12.6906 (km/s)
# v_500arc = 164.14 +/- 27.5506 (km/s)
# a_onset = 0.44969 +/- 0.562672 (m/s^2)
# a_fovmax = 70.8666 +/- 20.7275 (m/s^2)
# a_500arc = 82.9958 +/- 115.666 (m/s^2)
# n_onset = 0.78661 +/- 0.0422439 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.221 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2013-05-21T08:00:31.140
# km per arcsec = 734.486
# Data HEIGHT error (arcsec) = 11.0162
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2013-05-21T17:21:31.120	35.915	[764.24,642.42]	40.810	[767.94,645.63]	0.0012237	0.000000011394
2013-05-21T17:24:31.130	35.915	[764.24,642.42]	41.030	[768.11,645.77]	0.0012259	0.000000012485
2013-05-21T17:27:31.120	35.915	[764.24,642.42]	41.251	[768.27,645.92]	0.0012282	0.000000013680
2013-05-21T17:30:31.150	35.915	[764.24,642.42]	41.473	[768.44,646.06]	0.0012308	0.000000014990
2013-05-21T17:33:31.120	38.160	[765.94,643.89]	41.694	[768.61,646.21]	0.0012336	0.000000016425
2013-05-21T17:36:31.120	39.282	[766.78,644.63]	41.917	[768.77,646.35]	0.0012367	0.000000017997
2013-05-21T17:39:31.120	40.405	[767.63,645.36]	42.140	[768.94,646.50]	0.0012401	0.000000019720
2013-05-21T17:42:31.120	40.405	[767.63,645.36]	42.363	[769.11,646.65]	0.0012438	0.000000021608
2013-05-21T17:45:31.120	40.405	[767.63,645.36]	42.587	[769.28,646.79]	0.0012479	0.000000023677
2013-05-21T17:48:31.120	40.405	[767.63,645.36]	42.812	[769.45,646.94]	0.0012524	0.000000025943
2013-05-21T17:51:31.120	40.405	[767.63,645.36]	43.038	[769.62,647.09]	0.0012573	0.000000028427
2013-05-21T17:54:31.120	44.894	[771.02,648.30]	43.265	[769.79,647.24]	0.0012626	0.000000031148
2013-05-21T17:57:31.120	44.894	[771.02,648.30]	43.493	[769.97,647.39]	0.0012685	0.000000034130
2013-05-21T18:00:31.120	42.649	[769.33,646.83]	43.722	[770.14,647.54]	0.0012749	0.000000037397
2013-05-21T18:03:31.120	42.649	[769.33,646.83]	43.952	[770.31,647.69]	0.0012820	0.000000040978
2013-05-21T18:06:31.140	42.649	[769.33,646.83]	44.183	[770.49,647.84]	0.0012897	0.000000044901
2013-05-21T18:09:31.120	42.649	[769.33,646.83]	44.416	[770.66,647.99]	0.0012982	0.000000049199
2013-05-21T18:12:31.120	42.649	[769.33,646.83]	44.651	[770.84,648.14]	0.0013074	0.000000053909
2013-05-21T18:15:31.120	42.649	[769.33,646.83]	44.887	[771.02,648.30]	0.0013176	0.000000059069
2013-05-21T18:18:31.120	42.649	[769.33,646.83]	45.125	[771.20,648.46]	0.0013287	0.000000064724
2013-05-21T18:21:31.120	42.649	[769.33,646.83]	45.365	[771.38,648.61]	0.0013409	0.000000070920
2013-05-21T18:24:31.140	42.649	[769.33,646.83]	45.608	[771.56,648.77]	0.0013543	0.000000077710
2013-05-21T18:27:31.120	42.649	[769.33,646.83]	45.853	[771.75,648.93]	0.0013689	0.000000085149
2013-05-21T18:30:31.120	44.894	[771.02,648.30]	46.101	[771.94,649.09]	0.0013850	0.000000093300
2013-05-21T18:33:31.120	44.894	[771.02,648.30]	46.352	[772.13,649.26]	0.0014026	0.00000010223
2013-05-21T18:36:31.120	47.139	[772.72,649.77]	46.606	[772.32,649.43]	0.0014219	0.00000011202
2013-05-21T18:39:31.120	47.139	[772.72,649.77]	46.864	[772.51,649.59]	0.0014430	0.00000012274
2013-05-21T18:42:31.120	47.139	[772.72,649.77]	47.125	[772.71,649.77]	0.0014661	0.00000013449
2013-05-21T18:45:31.130	49.384	[774.42,651.24]	47.392	[772.91,649.94]	0.0014915	0.00000014737
2013-05-21T18:48:31.120	50.506	[775.27,651.98]	47.662	[773.12,650.12]	0.0015192	0.00000016148
2013-05-21T18:51:31.120	51.628	[776.11,652.71]	47.939	[773.33,650.30]	0.0015497	0.00000017693
2013-05-21T18:54:31.120	52.751	[776.96,653.45]	48.221	[773.54,650.48]	0.0015830	0.00000019387
2013-05-21T18:57:31.120	53.873	[777.81,654.18]	48.509	[773.76,650.67]	0.0016196	0.00000021243
2013-05-21T19:00:31.140	53.873	[777.81,654.18]	48.804	[773.98,650.86]	0.0016596	0.00000023277
2013-05-21T19:03:31.130	56.118	[779.51,655.66]	49.106	[774.21,651.06]	0.0017035	0.00000025505
2013-05-21T19:06:31.120	56.118	[779.51,655.66]	49.417	[774.44,651.27]	0.0017515	0.00000027947
2013-05-21T19:09:31.120	58.362	[781.20,657.13]	49.737	[774.68,651.48]	0.0018042	0.00000030622
2013-05-21T19:12:31.140	58.362	[781.20,657.13]	50.067	[774.93,651.69]	0.0018619	0.00000033554
2013-05-21T19:15:31.120	60.607	[782.90,658.60]	50.408	[775.19,651.92]	0.0019252	0.00000036766
2013-05-21T19:18:31.120	61.729	[783.75,659.33]	50.761	[775.46,652.15]	0.0019945	0.00000040285
2013-05-21T19:21:31.120	62.852	[784.59,660.07]	51.126	[775.73,652.39]	0.0020704	0.00000044142
2013-05-21T19:24:31.120	60.607	[782.90,658.60]	51.506	[776.02,652.63]	0.0021536	0.00000048367
2013-05-21T19:27:31.120	59.485	[782.05,657.86]	51.902	[776.32,652.89]	0.0022448	0.00000052998
2013-05-21T19:30:31.120	58.362	[781.20,657.13]	52.315	[776.63,653.16]	0.0023447	0.00000058071
