##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0881
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0881
####
No fit for this entry.
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.239 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
####
# Data Info:
# Observation Start = 2014-02-18T08:00:31.120
# km per arcsec = 717.27446
##########################################################################################
TIME	HEIGHT	COORD
2014-02-18T10:25:31.130	36.157	[-353.04684,-955.67987]
2014-02-18T10:30:31.120	36.157	[-353.04684,-955.67987]
2014-02-18T10:35:31.130	36.157	[-353.04684,-955.67987]
2014-02-18T10:40:31.120	34.711	[-352.04095,-954.64062]
2014-02-18T10:45:31.130	34.711	[-352.04095,-954.64062]
2014-02-18T10:50:31.120	34.711	[-352.04095,-954.64062]
2014-02-18T10:55:31.130	36.157	[-353.04684,-955.67987]
2014-02-18T11:00:31.120	36.880	[-353.54980,-956.19952]
2014-02-18T11:05:31.130	37.603	[-354.05270,-956.71899]
2014-02-18T11:10:31.120	52.789	[-364.61435,-967.63055]
2014-02-18T11:15:31.130	53.512	[-365.11731,-968.15015]
2014-02-18T11:20:31.120	53.512	[-365.11731,-968.15015]
2014-02-18T11:25:31.130	53.512	[-365.11731,-968.15015]
2014-02-18T11:30:31.130	53.512	[-365.11731,-968.15015]
2014-02-18T11:35:31.130	52.066	[-364.11142,-967.11096]
2014-02-18T11:40:31.130	48.450	[-361.59674,-964.51300]
2014-02-18T11:45:31.130	43.388	[-358.07620,-960.87579]
2014-02-18T11:50:31.130	44.111	[-358.57916,-961.39539]
2014-02-18T11:55:31.130	46.281	[-360.08795,-962.95422]
2014-02-18T12:00:31.130	46.281	[-360.08795,-962.95422]
2014-02-18T12:05:31.130	46.281	[-360.08795,-962.95422]
2014-02-18T12:10:31.130	45.558	[-359.58499,-962.43451]
2014-02-18T12:15:31.140	44.834	[-359.08206,-961.91504]
2014-02-18T12:20:31.130	36.157	[-353.04684,-955.67987]
2014-02-18T12:25:31.130	40.496	[-356.06448,-958.79742]
2014-02-18T12:30:31.130	43.388	[-358.07620,-960.87579]
2014-02-18T12:35:31.130	44.834	[-359.08206,-961.91504]
2014-02-18T12:40:31.130	45.558	[-359.58499,-962.43451]
2014-02-18T12:45:31.130	47.004	[-360.59088,-963.47382]
2014-02-18T12:50:31.130	49.173	[-362.09967,-965.03259]
2014-02-18T12:55:31.130	51.343	[-363.60846,-966.59131]
2014-02-18T13:00:31.130	53.512	[-365.11731,-968.15015]
2014-02-18T13:05:31.130	55.681	[-366.62610,-969.70905]
2014-02-18T13:10:31.130	57.128	[-367.63199,-970.74811]
2014-02-18T13:15:31.130	58.574	[-368.63782,-971.78735]
2014-02-18T13:20:31.130	60.020	[-369.64371,-972.82654]
2014-02-18T13:25:31.130	60.743	[-370.14667,-973.34613]
2014-02-18T13:30:31.130	61.467	[-370.64960,-973.86572]
2014-02-18T13:35:31.120	62.190	[-371.15250,-974.38531]
2014-02-18T13:40:31.130	60.743	[-370.14667,-973.34613]
2014-02-18T13:45:31.120	57.851	[-368.13492,-971.26776]
2014-02-18T13:50:31.120	55.681	[-366.62610,-969.70905]
2014-02-18T13:55:31.120	54.235	[-365.62024,-968.66974]
2014-02-18T14:00:31.130	53.512	[-365.11731,-968.15015]
2014-02-18T14:05:31.120	52.789	[-364.61435,-967.63055]
2014-02-18T14:10:31.120	50.620	[-363.10556,-966.07184]
2014-02-18T14:15:31.120	50.620	[-363.10556,-966.07184]
2014-02-18T14:20:31.120	50.620	[-363.10556,-966.07184]
2014-02-18T14:25:31.120	50.620	[-363.10556,-966.07184]
2014-02-18T14:30:31.120	65.805	[-373.66721,-976.98334]
2014-02-18T14:35:31.120	67.975	[-375.17603,-978.54211]
2014-02-18T14:40:31.120	67.975	[-375.17603,-978.54211]
2014-02-18T14:45:31.120	68.698	[-375.67896,-979.06171]
2014-02-18T14:50:31.120	69.421	[-376.18188,-979.58136]
2014-02-18T14:55:31.120	66.528	[-374.17014,-977.50293]
2014-02-18T15:00:31.120	70.144	[-376.68484,-980.10083]
2014-02-18T15:05:31.120	71.590	[-377.69070,-981.14008]
2014-02-18T15:10:31.120	73.037	[-378.69656,-982.17926]
2014-02-18T15:15:31.120	73.760	[-379.19952,-982.69885]
2014-02-18T15:20:31.120	73.760	[-379.19952,-982.69885]
2014-02-18T15:25:31.120	73.760	[-379.19952,-982.69885]
2014-02-18T15:30:31.120	73.037	[-378.69656,-982.17926]
2014-02-18T15:35:31.130	77.376	[-381.71420,-985.29688]
2014-02-18T15:40:31.120	72.314	[-378.19363,-981.65967]
2014-02-18T15:45:31.120	72.314	[-378.19363,-981.65967]
2014-02-18T15:50:31.120	78.822	[-382.72006,-986.33606]
2014-02-18T15:55:31.130	79.545	[-383.22299,-986.85565]
2014-02-18T16:00:31.120	78.822	[-382.72006,-986.33606]
2014-02-18T16:05:31.120	81.714	[-384.73184,-988.41443]
2014-02-18T16:10:31.120	83.161	[-385.73767,-989.45355]
2014-02-18T16:15:31.130	66.528	[-374.17014,-977.50293]
2014-02-18T16:20:31.120	66.528	[-374.17014,-977.50293]
2014-02-18T16:25:31.130	67.975	[-375.17603,-978.54211]
2014-02-18T16:30:31.120	68.698	[-375.67896,-979.06171]
2014-02-18T16:35:31.130	69.421	[-376.18188,-979.58136]
2014-02-18T16:40:31.120	69.421	[-376.18188,-979.58136]
2014-02-18T16:45:31.130	70.144	[-376.68484,-980.10083]
2014-02-18T16:50:31.150	72.314	[-378.19363,-981.65967]
2014-02-18T16:55:31.120	74.483	[-379.70248,-983.21844]
2014-02-18T17:00:31.120	76.652	[-381.21124,-984.77728]
2014-02-18T17:05:31.120	79.545	[-383.22299,-986.85565]
2014-02-18T17:10:31.120	82.437	[-385.23474,-988.93408]
2014-02-18T17:15:31.120	85.330	[-387.24652,-991.01239]
2014-02-18T17:20:31.120	88.946	[-389.76114,-993.61035]
2014-02-18T17:25:31.120	91.115	[-391.26996,-995.16919]
2014-02-18T17:30:31.140	93.285	[-392.77878,-996.72797]
2014-02-18T17:35:31.120	96.900	[-395.29346,-999.32599]
2014-02-18T17:40:31.140	100.52	[-397.80814,-1001.92395]
2014-02-18T17:45:31.120	103.41	[-399.81985,-1004.00232]
2014-02-18T17:50:31.120	106.30	[-401.83163,-1006.08075]
2014-02-18T17:55:31.120	108.47	[-403.34048,-1007.63947]
2014-02-18T18:00:31.140	112.09	[-405.85510,-1010.23749]
2014-02-18T18:05:31.120	114.98	[-407.86688,-1012.31592]
2014-02-18T18:10:31.130	117.15	[-409.37567,-1013.87469]
2014-02-18T18:15:31.120	120.76	[-411.89035,-1016.47272]
2014-02-18T18:20:31.140	124.38	[-414.40503,-1019.07062]
2014-02-18T18:25:31.120	125.83	[-415.41092,-1020.10992]
2014-02-18T18:30:31.120	125.83	[-415.41092,-1020.10992]
2014-02-18T18:35:31.120	125.83	[-415.41092,-1020.10992]
2014-02-18T18:40:31.120	124.38	[-414.40503,-1019.07062]
2014-02-18T18:45:31.120	124.38	[-414.40503,-1019.07062]
