##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0581
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0581
####
No fit for this entry.
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.562 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
####
# Data Info:
# Observation Start = 2012-11-28T15:00:31.120
# km per arcsec = 715.79064
##########################################################################################
TIME	HEIGHT	COORD
2012-11-28T16:22:31.120	7.3571	[994.08,1.7013]
2012-11-28T16:24:31.120	10.790	[996.96,-0.16470]
2012-11-28T16:26:31.120	10.790	[996.96,-0.16470]
2012-11-28T16:28:31.120	10.790	[996.96,-0.16470]
2012-11-28T16:30:31.120	10.790	[996.96,-0.16470]
2012-11-28T16:32:31.120	10.790	[996.96,-0.16470]
2012-11-28T16:34:31.120	10.790	[996.96,-0.16470]
2012-11-28T16:36:31.120	10.790	[996.96,-0.16470]
2012-11-28T16:38:31.120	10.300	[996.55,0.10188]
2012-11-28T16:40:31.120	12.262	[998.19,-0.96443]
2012-11-28T16:42:31.120	14.714	[1000.3,-2.29732]
2012-11-28T16:44:31.120	13.733	[999.43,-1.76416]
2012-11-28T16:46:31.120	12.262	[998.19,-0.96443]
2012-11-28T16:48:31.120	11.771	[997.78,-0.69785]
2012-11-28T16:50:31.130	12.752	[998.60,-1.23101]
2012-11-28T16:52:31.120	12.752	[998.60,-1.23101]
2012-11-28T16:54:31.120	12.752	[998.60,-1.23101]
2012-11-28T16:56:31.120	12.752	[998.60,-1.23101]
2012-11-28T16:58:31.120	13.243	[999.02,-1.49758]
2012-11-28T17:02:31.120	13.733	[999.43,-1.76416]
2012-11-28T17:04:31.120	15.205	[1000.7,-2.56389]
2012-11-28T17:06:31.120	15.695	[1001.1,-2.83047]
2012-11-28T17:08:31.120	15.695	[1001.1,-2.83047]
2012-11-28T17:10:31.120	15.695	[1001.1,-2.83047]
2012-11-28T17:12:31.120	15.695	[1001.1,-2.83047]
2012-11-28T17:14:31.120	16.676	[1001.9,-3.36362]
2012-11-28T17:16:31.120	16.676	[1001.9,-3.36362]
2012-11-28T17:18:31.130	16.676	[1001.9,-3.36362]
2012-11-28T17:20:31.130	17.657	[1002.7,-3.89678]
2012-11-28T17:22:31.120	17.657	[1002.7,-3.89678]
2012-11-28T17:24:31.120	17.657	[1002.7,-3.89678]
2012-11-28T17:26:31.120	17.657	[1002.7,-3.89678]
2012-11-28T17:28:31.120	18.147	[1003.1,-4.16336]
2012-11-28T17:30:31.120	18.638	[1003.5,-4.42993]
2012-11-28T17:32:31.120	18.638	[1003.5,-4.42993]
2012-11-28T17:34:31.120	18.638	[1003.5,-4.42993]
2012-11-28T17:36:31.120	19.619	[1004.4,-4.96309]
2012-11-28T17:38:31.120	19.619	[1004.4,-4.96309]
2012-11-28T17:40:31.120	19.619	[1004.4,-4.96309]
2012-11-28T17:42:31.120	18.638	[1003.5,-4.42993]
2012-11-28T17:44:31.130	18.638	[1003.5,-4.42993]
2012-11-28T17:46:31.120	18.147	[1003.1,-4.16336]
2012-11-28T17:48:31.150	18.638	[1003.5,-4.42993]
2012-11-28T17:50:31.120	19.619	[1004.4,-4.96309]
2012-11-28T17:52:31.120	19.619	[1004.4,-4.96309]
2012-11-28T17:54:31.120	17.166	[1002.3,-3.63020]
2012-11-28T17:56:31.130	19.128	[1004.0,-4.69651]
2012-11-28T17:58:31.140	20.109	[1004.8,-5.22966]
2012-11-28T18:00:31.130	20.600	[1005.2,-5.49624]
2012-11-28T18:02:31.130	20.600	[1005.2,-5.49624]
2012-11-28T18:04:31.130	20.600	[1005.2,-5.49624]
2012-11-28T18:06:31.130	20.600	[1005.2,-5.49624]
2012-11-28T18:09:31.130	20.600	[1005.2,-5.49624]
2012-11-28T18:11:55.120	21.581	[1006.0,-6.02940]
2012-11-28T18:13:55.120	21.581	[1006.0,-6.02940]
2012-11-28T18:15:55.120	22.562	[1006.8,-6.56255]
2012-11-28T18:17:55.120	23.543	[1007.7,-7.09571]
2012-11-28T18:19:55.120	25.014	[1008.9,-7.89544]
2012-11-28T18:21:55.120	25.505	[1009.3,-8.16201]
2012-11-28T18:23:55.120	25.014	[1008.9,-7.89544]
2012-11-28T18:25:55.120	25.505	[1009.3,-8.16201]
2012-11-28T18:27:55.120	22.071	[1006.4,-6.29597]
2012-11-28T18:29:55.120	23.543	[1007.7,-7.09571]
2012-11-28T18:31:55.120	22.562	[1006.8,-6.56255]
2012-11-28T18:33:55.120	19.619	[1004.4,-4.96309]
2012-11-28T18:35:55.120	20.109	[1004.8,-5.22966]
2012-11-28T18:37:55.120	21.090	[1005.6,-5.76282]
2012-11-28T18:39:55.120	22.071	[1006.4,-6.29597]
2012-11-28T18:41:55.120	22.071	[1006.4,-6.29597]
2012-11-28T18:43:55.120	22.562	[1006.8,-6.56255]
2012-11-28T18:45:55.120	23.052	[1007.3,-6.82913]
2012-11-28T18:47:55.120	24.033	[1008.1,-7.36228]
2012-11-28T18:49:55.120	24.524	[1008.5,-7.62886]
2012-11-28T18:51:55.120	23.543	[1007.7,-7.09571]
2012-11-28T18:53:55.120	23.543	[1007.7,-7.09571]
2012-11-28T18:55:55.120	25.995	[1009.7,-8.42859]
2012-11-28T18:57:55.120	26.976	[1010.5,-8.96174]
2012-11-28T18:59:55.120	26.485	[1010.1,-8.69517]
2012-11-28T19:01:55.120	26.485	[1010.1,-8.69517]
2012-11-28T19:03:55.120	25.995	[1009.7,-8.42859]
2012-11-28T19:05:55.120	25.505	[1009.3,-8.16201]
2012-11-28T19:07:55.120	22.562	[1006.8,-6.56255]
2012-11-28T19:09:55.120	21.090	[1005.6,-5.76282]
2012-11-28T19:11:55.120	20.600	[1005.2,-5.49624]
2012-11-28T19:13:55.120	20.600	[1005.2,-5.49624]
