##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 1014
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=1014
####
No fit for this entry.
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.526 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
####
# Data Info:
# Observation Start = 2014-10-19T00:00:31.120
# km per arcsec = 722.77754
##########################################################################################
TIME	HEIGHT	COORD
2014-10-19T04:00:31.120	16.213	[856.57,504.41]
2014-10-19T04:03:31.120	17.687	[857.89,505.08]
2014-10-19T04:06:31.120	18.424	[858.54,505.41]
2014-10-19T04:09:31.120	19.161	[859.20,505.74]
2014-10-19T04:12:31.120	20.634	[860.52,506.41]
2014-10-19T04:15:31.120	20.634	[860.52,506.41]
2014-10-19T04:18:31.120	19.898	[859.86,506.08]
2014-10-19T04:21:31.120	19.161	[859.20,505.74]
2014-10-19T04:24:31.120	20.634	[860.52,506.41]
2014-10-19T04:27:31.120	20.634	[860.52,506.41]
2014-10-19T04:30:31.120	21.371	[861.17,506.74]
2014-10-19T04:33:31.120	22.108	[861.83,507.07]
2014-10-19T04:36:31.120	22.845	[862.49,507.41]
2014-10-19T04:39:31.120	418.59	[1215.7,685.92]
2014-10-19T04:42:31.120	20.634	[860.52,506.41]
2014-10-19T04:45:31.120	23.582	[863.15,507.74]
2014-10-19T04:48:31.120	26.530	[865.78,509.07]
2014-10-19T04:51:31.120	28.741	[867.75,510.06]
2014-10-19T04:54:31.120	30.215	[869.07,510.73]
2014-10-19T04:57:31.130	31.689	[870.38,511.39]
2014-10-19T05:00:31.150	32.426	[871.04,511.73]
2014-10-19T05:03:31.120	32.426	[871.04,511.73]
2014-10-19T05:06:31.150	32.426	[871.04,511.73]
2014-10-19T05:09:31.120	32.426	[871.04,511.73]
2014-10-19T05:12:31.120	32.426	[871.04,511.73]
2014-10-19T05:15:31.130	30.952	[869.72,511.06]
2014-10-19T05:18:31.120	30.952	[869.72,511.06]
2014-10-19T05:21:31.120	30.952	[869.72,511.06]
2014-10-19T05:24:31.140	30.215	[869.07,510.73]
2014-10-19T05:27:31.120	31.689	[870.38,511.39]
2014-10-19T05:30:31.120	32.426	[871.04,511.73]
2014-10-19T05:33:31.120	33.163	[871.70,512.06]
