##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0382
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0382
####
No fit for this entry.
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.177 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
####
# Data Info:
# Observation Start = 2012-01-20T20:45:32.130
# km per arcsec = 714.03135
##########################################################################################
TIME	HEIGHT	COORD
2012-01-20T20:55:32.130	7.0895	[-965.36243,-249.88028]
2012-01-20T20:56:32.120	7.5622	[-965.81989,-249.99895]
2012-01-20T20:57:32.130	7.5622	[-965.81989,-249.99895]
2012-01-20T20:58:32.120	17.960	[-975.88470,-252.61000]
2012-01-20T21:00:32.120	19.378	[-977.25720,-252.96605]
2012-01-20T21:03:44.130	19.851	[-977.71472,-253.08473]
2012-01-20T21:04:44.130	20.323	[-978.17224,-253.20341]
2012-01-20T21:05:44.130	20.796	[-978.62964,-253.32210]
2012-01-20T21:06:44.130	21.269	[-979.08716,-253.44078]
2012-01-20T21:07:44.130	21.741	[-979.54462,-253.55945]
2012-01-20T21:08:44.130	22.214	[-980.00214,-253.67815]
2012-01-20T21:09:44.130	22.686	[-980.45959,-253.79683]
2012-01-20T21:10:44.130	23.632	[-981.37463,-254.03419]
2012-01-20T21:11:44.130	23.632	[-981.37463,-254.03419]
2012-01-20T21:12:44.130	23.632	[-981.37463,-254.03419]
2012-01-20T21:13:44.130	20.323	[-978.17224,-253.20341]
2012-01-20T21:14:44.130	20.796	[-978.62964,-253.32210]
2012-01-20T21:15:44.130	22.214	[-980.00214,-253.67815]
2012-01-20T21:16:44.130	23.159	[-980.91711,-253.91551]
2012-01-20T21:17:44.130	23.632	[-981.37463,-254.03419]
2012-01-20T21:18:44.130	25.050	[-982.74707,-254.39026]
2012-01-20T21:19:44.130	25.995	[-983.66205,-254.62764]
2012-01-20T21:20:44.130	26.940	[-984.57703,-254.86499]
2012-01-20T21:21:44.130	28.358	[-985.94952,-255.22104]
2012-01-20T21:22:44.130	29.776	[-987.32196,-255.57709]
2012-01-20T21:23:44.130	30.721	[-988.23694,-255.81445]
2012-01-20T21:24:44.130	31.194	[-988.69446,-255.93314]
2012-01-20T21:25:44.130	30.249	[-987.77948,-255.69577]
2012-01-20T21:26:44.130	25.995	[-983.66205,-254.62764]
2012-01-20T21:27:44.130	27.413	[-985.03455,-254.98367]
2012-01-20T21:28:44.130	28.358	[-985.94952,-255.22104]
2012-01-20T21:29:44.130	28.358	[-985.94952,-255.22104]
2012-01-20T21:30:44.130	28.358	[-985.94952,-255.22104]
2012-01-20T21:31:44.130	29.776	[-987.32196,-255.57709]
2012-01-20T21:32:44.130	31.194	[-988.69446,-255.93314]
2012-01-20T21:33:44.130	32.612	[-990.06696,-256.28918]
2012-01-20T21:34:44.130	33.557	[-990.98187,-256.52655]
2012-01-20T21:35:44.130	34.975	[-992.35437,-256.88263]
2012-01-20T21:36:44.130	37.811	[-995.09937,-257.59473]
2012-01-20T21:37:44.130	40.647	[-997.84430,-258.30682]
2012-01-20T21:38:44.130	43.010	[-1000.13171,-258.90024]
2012-01-20T21:39:44.130	46.791	[-1003.79163,-259.84970]
2012-01-20T21:40:44.130	50.099	[-1006.99408,-260.68051]
2012-01-20T21:41:44.130	53.880	[-1010.65405,-261.62997]
2012-01-20T21:42:44.130	58.134	[-1014.77142,-262.69812]
2012-01-20T21:43:44.130	62.860	[-1019.34637,-263.88495]
2012-01-20T21:44:44.130	68.532	[-1024.83618,-265.30917]
2012-01-20T21:45:44.130	75.149	[-1031.24109,-266.97073]
2012-01-20T21:46:44.130	81.766	[-1037.64600,-268.63232]
2012-01-20T21:47:44.130	89.801	[-1045.42334,-270.64993]
2012-01-20T21:48:44.130	95.945	[-1051.37073,-272.19284]
2012-01-20T21:49:44.130	99.726	[-1055.03064,-273.14230]
2012-01-20T21:50:44.140	106.34	[-1061.43555,-274.80389]
2012-01-20T21:51:44.130	112.96	[-1067.84033,-276.46545]
2012-01-20T21:52:44.130	117.69	[-1072.41528,-277.65228]
2012-01-20T21:53:44.130	120.99	[-1075.61768,-278.48309]
2012-01-20T21:54:44.120	123.83	[-1078.36267,-279.19519]
2012-01-20T21:55:44.130	127.14	[-1081.56506,-280.02597]
2012-01-20T21:56:44.120	132.34	[-1086.59753,-281.33151]
2012-01-20T21:57:44.120	137.06	[-1091.17236,-282.51834]
2012-01-20T21:58:44.120	108.23	[-1063.26550,-275.27863]
2012-01-20T21:59:44.120	154.55	[-1108.09961,-286.90964]
2012-01-20T22:00:44.120	159.75	[-1113.13196,-288.21515]
2012-01-20T22:01:44.120	175.35	[-1128.22925,-292.13174]
2012-01-20T22:02:44.120	176.77	[-1129.60168,-292.48779]
2012-01-20T22:03:44.120	195.67	[-1147.90125,-297.23514]
2012-01-20T22:04:44.130	206.54	[-1158.42358,-299.96487]
2012-01-20T22:05:44.120	201.34	[-1153.39111,-298.65933]
2012-01-20T22:06:44.120	205.12	[-1157.05103,-299.60883]
