##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0776
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0776
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 10080.9 +/- 124.714
# t0 = 61061.7 +/- 162.004
# c0 = 74.7524 +/- 1.3551
# c1 = 0.000442464 +/- 2.16121E-05
# c2 = 144.647 +/- 1.00425
####
# Fit Results:
# t_onset = 2013-08-27T19:04:19.124 +/- 8584.79 (sec)
# h_onset = 110.533 +/- 6.87938 (Mm)
# dh_onset = 13.423 +/- 6.87938 (Mm)
# dt_slowrise = 8.81333 +/- 2.38466 (hrs)
# v_slowrise = 0.338275 +/- 0.104129 (km/s)
# v_fovmax = 15.6097 +/- 1.35917 (km/s)
# v_500arc = 25.6672 +/- 1.54159 (km/s)
# a_onset = 0.0321958 +/- 0.0124796 (m/s^2)
# a_fovmax = 1.51669 +/- 0.229737 (m/s^2)
# a_500arc = 2.51462 +/- 2.78693 (m/s^2)
# n_onset = 0.970332 +/- 0.00251299 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.249 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2013-08-27T10:00:31.140
# km per arcsec = 733.023
# Data HEIGHT error (arcsec) = 3.5824
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2013-08-27T10:15:31.120	112.05	[448.11,974.55]	118.22	[449.21,980.62]	0.00046144	0.0000000018828
2013-08-27T10:20:31.120	118.27	[449.22,980.67]	118.36	[449.24,980.75]	0.00046202	0.0000000019397
2013-08-27T10:25:31.120	120.76	[449.67,983.12]	118.50	[449.26,980.89]	0.00046261	0.0000000019982
2013-08-27T10:30:31.140	122.01	[449.89,984.35]	118.64	[449.29,981.03]	0.00046322	0.0000000020586
2013-08-27T10:35:31.120	122.01	[449.89,984.35]	118.77	[449.31,981.16]	0.00046384	0.0000000021208
2013-08-27T10:40:31.120	122.01	[449.89,984.35]	118.91	[449.34,981.30]	0.00046449	0.0000000021849
2013-08-27T10:45:31.120	123.25	[450.11,985.57]	119.05	[449.36,981.44]	0.00046515	0.0000000022508
2013-08-27T10:50:31.120	120.76	[449.67,983.12]	119.19	[449.39,981.58]	0.00046584	0.0000000023188
2013-08-27T10:55:31.120	118.90	[449.34,981.29]	119.33	[449.41,981.71]	0.00046655	0.0000000023889
2013-08-27T11:00:31.120	117.65	[449.11,980.06]	119.47	[449.44,981.85]	0.00046727	0.0000000024610
2013-08-27T11:05:31.120	117.03	[449.00,979.45]	119.61	[449.46,981.99]	0.00046802	0.0000000025354
2013-08-27T11:10:31.120	117.03	[449.00,979.45]	119.75	[449.49,982.13]	0.00046879	0.0000000026120
2013-08-27T11:15:31.120	117.03	[449.00,979.45]	119.89	[449.51,982.27]	0.00046959	0.0000000026909
2013-08-27T11:20:31.130	117.03	[449.00,979.45]	120.04	[449.54,982.41]	0.00047041	0.0000000027722
2013-08-27T11:25:31.120	117.03	[449.00,979.45]	120.18	[449.56,982.54]	0.00047125	0.0000000028559
2013-08-27T11:30:31.120	117.03	[449.00,979.45]	120.32	[449.59,982.68]	0.00047212	0.0000000029422
2013-08-27T11:35:31.120	117.03	[449.00,979.45]	120.46	[449.61,982.82]	0.00047302	0.0000000030310
2013-08-27T11:40:31.120	117.03	[449.00,979.45]	120.60	[449.64,982.96]	0.00047394	0.0000000031226
2013-08-27T11:45:31.130	117.03	[449.00,979.45]	120.74	[449.66,983.10]	0.00047489	0.0000000032169
2013-08-27T11:50:31.120	117.03	[449.00,979.45]	120.89	[449.69,983.24]	0.00047587	0.0000000033141
2013-08-27T11:55:31.120	117.03	[449.00,979.45]	121.03	[449.72,983.38]	0.00047688	0.0000000034142
2013-08-27T12:00:31.120	115.78	[448.78,978.22]	121.17	[449.74,983.52]	0.00047792	0.0000000035173
2013-08-27T12:05:31.120	115.78	[448.78,978.22]	121.32	[449.77,983.67]	0.00047899	0.0000000036236
2013-08-27T12:10:31.120	117.03	[449.00,979.45]	121.46	[449.79,983.81]	0.00048010	0.0000000037330
2013-08-27T12:15:31.130	117.03	[449.00,979.45]	121.60	[449.82,983.95]	0.00048123	0.0000000038458
2013-08-27T12:20:31.120	117.65	[449.11,980.06]	121.75	[449.84,984.09]	0.00048240	0.0000000039619
2013-08-27T12:25:31.130	119.52	[449.45,981.90]	121.89	[449.87,984.23]	0.00048361	0.0000000040816
2013-08-27T12:30:31.130	121.39	[449.78,983.74]	122.04	[449.90,984.38]	0.00048485	0.0000000042049
2013-08-27T12:35:31.130	122.63	[450.00,984.96]	122.18	[449.92,984.52]	0.00048613	0.0000000043319
2013-08-27T12:40:31.130	124.50	[450.34,986.80]	122.33	[449.95,984.66]	0.00048745	0.0000000044628
2013-08-27T12:45:31.130	125.74	[450.56,988.02]	122.48	[449.97,984.81]	0.00048881	0.0000000045976
2013-08-27T12:50:31.130	124.50	[450.34,986.80]	122.62	[450.00,984.95]	0.00049021	0.0000000047365
2013-08-27T12:55:31.130	124.50	[450.34,986.80]	122.77	[450.03,985.10]	0.00049165	0.0000000048795
2013-08-27T13:00:31.130	123.88	[450.22,986.19]	122.92	[450.05,985.24]	0.00049314	0.0000000050269
2013-08-27T13:05:31.130	125.12	[450.45,987.41]	123.07	[450.08,985.39]	0.00049467	0.0000000051788
2013-08-27T13:10:31.130	126.37	[450.67,988.64]	123.22	[450.11,985.53]	0.00049625	0.0000000053352
2013-08-27T13:15:31.130	126.99	[450.78,989.25]	123.36	[450.13,985.68]	0.00049787	0.0000000054964
2013-08-27T13:20:31.130	126.99	[450.78,989.25]	123.51	[450.16,985.83]	0.00049955	0.0000000056624
2013-08-27T13:25:31.130	126.99	[450.78,989.25]	123.66	[450.19,985.98]	0.00050127	0.0000000058334
2013-08-27T13:30:31.130	126.99	[450.78,989.25]	123.82	[450.21,986.12]	0.00050305	0.0000000060096
2013-08-27T13:35:31.130	128.23	[451.00,990.47]	123.97	[450.24,986.27]	0.00050488	0.0000000061912
2013-08-27T13:40:31.130	129.48	[451.23,991.70]	124.12	[450.27,986.42]	0.00050676	0.0000000063782
2013-08-27T13:45:31.130	128.23	[451.00,990.47]	124.27	[450.29,986.57]	0.00050870	0.0000000065709
2013-08-27T13:50:31.130	128.23	[451.00,990.47]	124.42	[450.32,986.72]	0.00051070	0.0000000067693
2013-08-27T13:55:31.130	128.23	[451.00,990.47]	124.58	[450.35,986.87]	0.00051277	0.0000000069738
2013-08-27T14:00:31.130	129.48	[451.23,991.70]	124.73	[450.38,987.03]	0.00051489	0.0000000071845
2013-08-27T14:05:31.130	128.23	[451.00,990.47]	124.89	[450.40,987.18]	0.00051708	0.0000000074015
2013-08-27T14:10:31.130	125.74	[450.56,988.02]	125.04	[450.43,987.33]	0.00051933	0.0000000076251
2013-08-27T14:15:31.130	123.25	[450.11,985.57]	125.20	[450.46,987.48]	0.00052165	0.0000000078554
2013-08-27T14:20:31.120	122.01	[449.89,984.35]	125.35	[450.49,987.64]	0.00052405	0.0000000080927
2013-08-27T14:25:31.120	123.25	[450.11,985.57]	125.51	[450.52,987.79]	0.00052651	0.0000000083371
2013-08-27T14:30:31.120	124.50	[450.34,986.80]	125.67	[450.54,987.95]	0.00052905	0.0000000085890
2013-08-27T14:35:31.120	125.74	[450.56,988.02]	125.83	[450.57,988.11]	0.00053166	0.0000000088484
2013-08-27T14:40:31.120	125.74	[450.56,988.02]	125.99	[450.60,988.26]	0.00053436	0.0000000091157
