##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0557
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0557
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 2494.83 +/- 46.2711
# t0 = 70917.5 +/- 327.241
# c0 = 1423.83 +/- 136.89
# c1 = 0.00268064 +/- 1.85738E-05
# c2 = 150.076 +/- 0.835989
####
# Fit Results:
# t_onset = 2012-10-07T03:59:31.720 +/- 365.196 (sec)
# h_onset = 98.1567 +/- 2.4977 (Mm)
# dh_onset = 64.3509 +/- 2.4977 (Mm)
# dt_slowrise = 8.50683 +/- 0.101443 (hrs)
# v_slowrise = 1.94413 +/- 0.0421097 (km/s)
# v_fovmax = 27.4375 +/- 0.788853 (km/s)
# v_500arc = 106.37 +/- 15.3486 (km/s)
# a_onset = 0.77959 +/- 0.126091 (m/s^2)
# a_fovmax = 10.2258 +/- 1.63773 (m/s^2)
# a_500arc = 41.8851 +/- 51.4641 (m/s^2)
# n_onset = 1.01694 +/- 0.0112401 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.402 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2012-10-06T12:00:19.130
# km per arcsec = 725.245
# Data HEIGHT error (arcsec) = 2.40698
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2012-10-06T19:29:07.140	31.403	[70.588,-1003.40863]	32.156	[70.691,-1004.15509]	0.0026807	0.0000000000050327
2012-10-06T19:34:19.130	31.839	[70.648,-1003.84064]	32.993	[70.805,-1004.98358]	0.0026807	0.0000000000057031
2012-10-06T19:39:31.120	33.147	[70.827,-1005.13684]	33.829	[70.920,-1005.81213]	0.0026807	0.0000000000064628
2012-10-06T19:44:43.130	34.456	[71.005,-1006.43304]	34.665	[71.034,-1006.64062]	0.0026807	0.0000000000073238
2012-10-06T19:49:31.120	35.328	[71.124,-1007.29718]	35.437	[71.139,-1007.40540]	0.0026807	0.0000000000082199
2012-10-06T19:54:55.130	36.200	[71.243,-1008.16132]	36.306	[71.258,-1008.26581]	0.0026807	0.0000000000093599
2012-10-06T20:00:07.130	35.764	[71.184,-1007.72925]	37.142	[71.372,-1009.09436]	0.0026807	0.000000000010607
2012-10-06T20:05:07.140	37.509	[71.422,-1009.45752]	37.947	[71.482,-1009.89111]	0.0026807	0.000000000011962
2012-10-06T20:09:31.130	35.764	[71.184,-1007.72925]	38.654	[71.579,-1010.59216]	0.0026807	0.000000000013297
2012-10-06T20:14:43.120	38.381	[71.541,-1010.32159]	39.491	[71.693,-1011.42059]	0.0026807	0.000000000015069
2012-10-06T20:19:43.140	40.562	[71.839,-1012.48187]	40.295	[71.803,-1012.21735]	0.0026807	0.000000000016994
2012-10-06T20:24:07.140	35.764	[71.184,-1007.72925]	41.002	[71.899,-1012.91840]	0.0026807	0.000000000018891
2012-10-06T20:28:31.120	35.764	[71.184,-1007.72925]	41.710	[71.996,-1013.61938]	0.0026807	0.000000000021000
2012-10-06T20:33:43.120	41.434	[71.958,-1013.34607]	42.547	[72.110,-1014.44800]	0.0026807	0.000000000023797
2012-10-06T20:38:55.140	42.306	[72.077,-1014.21021]	43.383	[72.224,-1015.27661]	0.0026807	0.000000000026967
2012-10-06T20:43:55.130	43.179	[72.196,-1015.07440]	44.187	[72.334,-1016.07324]	0.0026807	0.000000000030413
2012-10-06T20:48:43.120	44.051	[72.316,-1015.93848]	44.959	[72.440,-1016.83807]	0.0026807	0.000000000034134
2012-10-06T20:53:31.120	44.923	[72.435,-1016.80255]	45.731	[72.545,-1017.60284]	0.0026807	0.000000000038311
2012-10-06T20:58:19.120	46.232	[72.613,-1018.09875]	46.503	[72.650,-1018.36768]	0.0026807	0.000000000042999
2012-10-06T21:04:07.120	47.976	[72.852,-1019.82703]	47.436	[72.778,-1019.29181]	0.0026808	0.000000000049436
2012-10-06T21:09:07.120	49.285	[73.030,-1021.12317]	48.240	[72.888,-1020.08856]	0.0026808	0.000000000055752
2012-10-06T21:14:31.120	50.157	[73.149,-1021.98730]	49.109	[73.006,-1020.94891]	0.0026808	0.000000000063484
2012-10-06T21:18:55.130	51.029	[73.269,-1022.85144]	49.817	[73.103,-1021.65002]	0.0026808	0.000000000070570
2012-10-06T21:23:07.120	51.466	[73.328,-1023.28351]	50.492	[73.195,-1022.31927]	0.0026808	0.000000000078071
2012-10-06T21:27:55.130	52.338	[73.447,-1024.14758]	51.264	[73.301,-1023.08411]	0.0026809	0.000000000087624
2012-10-06T21:32:19.120	51.902	[73.388,-1023.71558]	51.972	[73.397,-1023.78528]	0.0026809	0.000000000097404
2012-10-06T21:36:55.120	53.210	[73.566,-1025.01172]	52.712	[73.498,-1024.51819]	0.0026809	0.00000000010880
2012-10-06T21:41:43.120	53.646	[73.626,-1025.44385]	53.484	[73.604,-1025.28308]	0.0026809	0.00000000012211
2012-10-06T21:46:55.120	54.955	[73.805,-1026.73999]	54.321	[73.718,-1026.11169]	0.0026810	0.00000000013838
2012-10-06T21:51:43.120	56.699	[74.043,-1028.46826]	55.093	[73.823,-1026.87659]	0.0026810	0.00000000015531
2012-10-06T21:56:31.120	58.008	[74.221,-1029.76440]	55.865	[73.929,-1027.64160]	0.0026811	0.00000000017432
2012-10-06T22:00:55.120	58.444	[74.281,-1030.19653]	56.573	[74.026,-1028.34265]	0.0026811	0.00000000019377
2012-10-06T22:05:31.120	59.316	[74.400,-1031.06067]	57.313	[74.127,-1029.07581]	0.0026812	0.00000000021644
2012-10-06T22:10:19.130	59.316	[74.400,-1031.06067]	58.085	[74.232,-1029.84082]	0.0026812	0.00000000024293
2012-10-06T22:15:07.120	55.391	[73.864,-1027.17212]	58.857	[74.337,-1030.60571]	0.0026813	0.00000000027265
2012-10-06T22:19:19.120	55.827	[73.924,-1027.60413]	59.533	[74.430,-1031.27515]	0.0026814	0.00000000030163
2012-10-06T22:24:19.120	56.699	[74.043,-1028.46826]	60.337	[74.540,-1032.07202]	0.0026815	0.00000000034017
2012-10-06T22:29:07.120	57.136	[74.102,-1028.90039]	61.109	[74.645,-1032.83704]	0.0026816	0.00000000038180
2012-10-06T22:34:07.120	58.444	[74.281,-1030.19653]	61.914	[74.755,-1033.63403]	0.0026817	0.00000000043058
2012-10-06T22:39:19.120	60.189	[74.519,-1031.92480]	62.751	[74.869,-1034.46289]	0.0026819	0.00000000048794
2012-10-06T22:44:07.120	68.039	[75.591,-1039.70190]	63.523	[74.975,-1035.22803]	0.0026820	0.00000000054765
2012-10-06T22:49:19.120	69.348	[75.770,-1040.99805]	64.360	[75.089,-1036.05701]	0.0026822	0.00000000062061
2012-10-06T22:54:31.120	69.784	[75.830,-1041.43018]	65.197	[75.203,-1036.88611]	0.0026824	0.00000000070328
2012-10-06T22:59:31.120	69.784	[75.830,-1041.43018]	66.002	[75.313,-1037.68323]	0.0026826	0.00000000079314
2012-10-06T23:03:55.130	69.784	[75.830,-1041.43018]	66.710	[75.410,-1038.38489]	0.0026828	0.00000000088168
2012-10-06T23:09:07.120	69.784	[75.830,-1041.43018]	67.547	[75.524,-1039.21411]	0.0026831	0.00000000099913
2012-10-06T23:13:31.120	69.784	[75.830,-1041.43018]	68.255	[75.621,-1039.91589]	0.0026834	0.0000000011106
2012-10-06T23:18:43.120	69.784	[75.830,-1041.43018]	69.093	[75.735,-1040.74524]	0.0026838	0.0000000012586
2012-10-06T23:23:31.120	70.220	[75.889,-1041.86218]	69.865	[75.841,-1041.51099]	0.0026842	0.0000000014126
2012-10-06T23:28:43.120	71.092	[76.008,-1042.72632]	70.703	[75.955,-1042.34070]	0.0026846	0.0000000016008
2012-10-06T23:33:43.120	71.965	[76.127,-1043.59045]	71.508	[76.065,-1043.13867]	0.0026851	0.0000000018053
2012-10-06T23:38:31.120	72.837	[76.247,-1044.45459]	72.282	[76.171,-1043.90479]	0.0026857	0.0000000020263
2012-10-06T23:43:43.120	73.709	[76.366,-1045.31873]	73.120	[76.285,-1044.73499]	0.0026864	0.0000000022962
2012-10-06T23:48:07.120	74.581	[76.485,-1046.18286]	73.829	[76.382,-1045.43762]	0.0026870	0.0000000025525
2012-10-06T23:53:19.120	75.454	[76.604,-1047.04700]	74.668	[76.497,-1046.26819]	0.0026879	0.0000000028925
2012-10-06T23:58:43.120	76.326	[76.723,-1047.91113]	75.539	[76.615,-1047.13110]	0.0026889	0.0000000032936
2012-10-07T00:03:43.120	76.762	[76.783,-1048.34314]	76.346	[76.726,-1047.93042]	0.0026899	0.0000000037145
2012-10-07T00:08:31.120	77.198	[76.842,-1048.77527]	77.120	[76.831,-1048.69800]	0.0026910	0.0000000041690
2012-10-07T00:13:31.120	78.071	[76.961,-1049.63940]	77.928	[76.942,-1049.49792]	0.0026924	0.0000000047017
2012-10-07T00:18:19.120	78.943	[77.080,-1050.50354]	78.703	[77.048,-1050.26624]	0.0026938	0.0000000052770
2012-10-07T00:23:43.140	80.251	[77.259,-1051.79968]	79.577	[77.167,-1051.13123]	0.0026956	0.0000000060089
2012-10-07T00:28:43.120	81.560	[77.438,-1053.09583]	80.386	[77.277,-1051.93250]	0.0026975	0.0000000067766
2012-10-07T00:33:43.120	82.868	[77.616,-1054.39209]	81.195	[77.388,-1052.73450]	0.0026997	0.0000000076426
