##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0678
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0678
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 888.102 +/- 17.4556
# t0 = 14282.6 +/- 101.022
# c0 = 45.5987 +/- 5.59407
# c1 = 0.00270898 +/- 0.000241564
# c2 = 30.2911 +/- 0.908255
####
# Fit Results:
# t_onset = 2013-04-25T03:15:01.779 +/- 213.153 (sec)
# h_onset = 29.1701 +/- 2.10863 (Mm)
# dh_onset = 5.41991 +/- 2.10863 (Mm)
# dt_slowrise = 0.54185 +/- 0.0592092 (hrs)
# v_slowrise = 2.19686 +/- 0.259773 (km/s)
# v_fovmax = 74.9528 +/- 5.99834 (km/s)
# v_500arc = 383.592 +/- 9.36975 (km/s)
# a_onset = 2.23091 +/- 0.382534 (m/s^2)
# a_fovmax = 82.2205 +/- 7.74299 (m/s^2)
# a_500arc = 430.007 +/- 436.628 (m/s^2)
# n_onset = 0.809555 +/- 0.000555255 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.309 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2013-04-25T00:00:31.120
# km per arcsec = 729.984
# Data HEIGHT error (arcsec) = 1.60582
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2013-04-25T02:42:31.120	18.127	[919.14,-357.28244]	18.199	[919.21,-357.29910]	0.0030105	0.00000033951
2013-04-25T02:43:31.130	18.127	[919.14,-357.28244]	18.380	[919.38,-357.34091]	0.0030316	0.00000036324
2013-04-25T02:44:31.130	18.127	[919.14,-357.28244]	18.563	[919.56,-357.38303]	0.0030541	0.00000038863
2013-04-25T02:45:31.130	18.127	[919.14,-357.28244]	18.747	[919.74,-357.42551]	0.0030782	0.00000041579
2013-04-25T02:46:31.130	18.127	[919.14,-357.28244]	18.932	[919.92,-357.46826]	0.0031041	0.00000044485
2013-04-25T02:47:31.130	19.260	[920.24,-357.54382]	19.119	[920.10,-357.51144]	0.0031317	0.00000047595
2013-04-25T02:48:31.120	19.260	[920.24,-357.54382]	19.308	[920.29,-357.55499]	0.0031612	0.00000050921
2013-04-25T02:49:31.130	19.260	[920.24,-357.54382]	19.499	[920.47,-357.59900]	0.0031928	0.00000054480
2013-04-25T02:50:31.120	19.260	[920.24,-357.54382]	19.691	[920.66,-357.64343]	0.0032266	0.00000058287
2013-04-25T02:51:31.130	19.260	[920.24,-357.54382]	19.886	[920.85,-357.68832]	0.0032628	0.00000062362
2013-04-25T02:52:31.120	19.260	[920.24,-357.54382]	20.083	[921.04,-357.73376]	0.0033015	0.00000066720
2013-04-25T02:53:31.130	20.392	[921.34,-357.80524]	20.282	[921.23,-357.77975]	0.0033429	0.00000071384
2013-04-25T02:54:31.120	20.392	[921.34,-357.80524]	20.484	[921.43,-357.82632]	0.0033872	0.00000076373
2013-04-25T02:55:31.130	20.392	[921.34,-357.80524]	20.689	[921.63,-357.87357]	0.0034347	0.00000081712
2013-04-25T02:56:31.120	20.392	[921.34,-357.80524]	20.896	[921.83,-357.92142]	0.0034854	0.00000087422
2013-04-25T02:57:31.130	20.392	[921.34,-357.80524]	21.107	[922.04,-357.97006]	0.0035397	0.00000093533
2013-04-25T02:58:31.120	20.392	[921.34,-357.80524]	21.321	[922.25,-358.01947]	0.0035977	0.0000010007
2013-04-25T02:59:31.130	21.525	[922.44,-358.06662]	21.539	[922.46,-358.06970]	0.0036598	0.0000010707
2013-04-25T03:00:31.120	21.525	[922.44,-358.06662]	21.760	[922.67,-358.12082]	0.0037263	0.0000011455
2013-04-25T03:01:31.130	21.525	[922.44,-358.06662]	21.986	[922.89,-358.17291]	0.0037974	0.0000012255
2013-04-25T03:02:31.120	21.525	[922.44,-358.06662]	22.216	[923.12,-358.22598]	0.0038735	0.0000013112
2013-04-25T03:03:31.130	22.658	[923.55,-358.32803]	22.451	[923.35,-358.28018]	0.0039549	0.0000014028
2013-04-25T03:04:31.120	22.658	[923.55,-358.32803]	22.691	[923.58,-358.33551]	0.0040419	0.0000015009
2013-04-25T03:05:31.130	22.658	[923.55,-358.32803]	22.936	[923.82,-358.39212]	0.0041351	0.0000016058
2013-04-25T03:06:31.120	22.658	[923.55,-358.32803]	23.187	[924.06,-358.45004]	0.0042348	0.0000017180
2013-04-25T03:07:31.130	22.658	[923.55,-358.32803]	23.444	[924.31,-358.50943]	0.0043414	0.0000018381
2013-04-25T03:08:31.120	23.791	[924.65,-358.58942]	23.708	[924.57,-358.57028]	0.0044555	0.0000019666
2013-04-25T03:09:31.130	24.358	[925.20,-358.72012]	23.979	[924.83,-358.63278]	0.0045776	0.0000021041
2013-04-25T03:10:31.120	24.924	[925.75,-358.85083]	24.258	[925.10,-358.69708]	0.0047082	0.0000022511
2013-04-25T03:11:31.130	25.491	[926.30,-358.98154]	24.544	[925.38,-358.76318]	0.0048479	0.0000024085
2013-04-25T03:12:31.120	26.057	[926.85,-359.11224]	24.840	[925.67,-358.83136]	0.0049974	0.0000025768
2013-04-25T03:13:31.130	26.057	[926.85,-359.11224]	25.144	[925.97,-358.90164]	0.0051574	0.0000027569
2013-04-25T03:14:31.120	27.190	[927.96,-359.37363]	25.459	[926.27,-358.97418]	0.0053285	0.0000029495
2013-04-25T03:15:31.130	27.756	[928.51,-359.50436]	25.784	[926.59,-359.04922]	0.0055116	0.0000031557
2013-04-25T03:16:31.130	28.323	[929.06,-359.63504]	26.120	[926.92,-359.12686]	0.0057075	0.0000033763
2013-04-25T03:17:31.130	28.889	[929.61,-359.76575]	26.469	[927.25,-359.20731]	0.0059171	0.0000036123
2013-04-25T03:18:31.120	29.456	[930.16,-359.89648]	26.831	[927.61,-359.29074]	0.0061413	0.0000038647
2013-04-25T03:19:31.130	29.456	[930.16,-359.89648]	27.206	[927.97,-359.37744]	0.0063812	0.0000041349
2013-04-25T03:20:31.130	29.456	[930.16,-359.89648]	27.597	[928.35,-359.46750]	0.0066379	0.0000044239
2013-04-25T03:21:31.130	29.456	[930.16,-359.89648]	28.003	[928.75,-359.56131]	0.0069125	0.0000047331
2013-04-25T03:22:31.120	29.456	[930.16,-359.89648]	28.427	[929.16,-359.65900]	0.0072062	0.0000050639
2013-04-25T03:23:31.130	30.589	[931.26,-360.15784]	28.868	[929.59,-359.76093]	0.0075206	0.0000054179
2013-04-25T03:24:31.120	30.589	[931.26,-360.15784]	29.330	[930.04,-359.86731]	0.0078568	0.0000057965
2013-04-25T03:25:31.130	31.722	[932.37,-360.41922]	29.812	[930.51,-359.97855]	0.0082167	0.0000062017
2013-04-25T03:26:31.130	30.589	[931.26,-360.15784]	30.316	[931.00,-360.09494]	0.0086017	0.0000066352
2013-04-25T03:27:31.130	31.722	[932.37,-360.41922]	30.844	[931.51,-360.21686]	0.0090135	0.0000070989
2013-04-25T03:28:31.120	31.722	[932.37,-360.41922]	31.398	[932.05,-360.34464]	0.0094541	0.0000075950
2013-04-25T03:29:31.130	31.722	[932.37,-360.41922]	31.980	[932.62,-360.47879]	0.0099256	0.0000081259
2013-04-25T03:30:31.120	31.722	[932.37,-360.41922]	32.590	[933.21,-360.61960]	0.010430	0.0000086938
2013-04-25T03:31:31.130	31.722	[932.37,-360.41922]	33.232	[933.84,-360.76770]	0.010970	0.0000093016
2013-04-25T03:32:31.120	32.854	[933.47,-360.68063]	33.907	[934.49,-360.92352]	0.011547	0.0000099516
2013-04-25T03:33:31.130	32.854	[933.47,-360.68063]	34.618	[935.18,-361.08762]	0.012165	0.000010647
2013-04-25T03:34:31.120	33.421	[934.02,-360.81134]	35.368	[935.91,-361.26056]	0.012826	0.000011391
2013-04-25T03:35:31.130	34.554	[935.12,-361.07275]	36.158	[936.68,-361.44296]	0.013533	0.000012188
2013-04-25T03:36:31.120	35.120	[935.67,-361.20346]	36.993	[937.49,-361.63544]	0.014289	0.000013039
2013-04-25T03:37:31.130	36.253	[936.78,-361.46484]	37.874	[938.35,-361.83884]	0.015099	0.000013951
2013-04-25T03:38:31.120	36.820	[937.33,-361.59555]	38.806	[939.26,-362.05374]	0.015965	0.000014926
2013-04-25T03:39:31.130	39.085	[939.53,-362.11835]	39.791	[940.22,-362.28116]	0.016891	0.000015969
2013-04-25T03:40:31.120	40.785	[941.18,-362.51044]	40.834	[941.23,-362.52176]	0.017882	0.000017085
2013-04-25T03:41:31.130	42.484	[942.84,-362.90256]	41.938	[942.31,-362.77664]	0.018943	0.000018279
2013-04-25T03:42:31.120	37.953	[938.43,-361.85696]	43.108	[943.45,-363.04654]	0.020077	0.000019557
2013-04-25T03:43:31.130	39.085	[939.53,-362.11835]	44.349	[944.65,-363.33289]	0.021292	0.000020924
2013-04-25T03:44:31.120	43.051	[943.39,-363.03326]	45.665	[945.93,-363.63647]	0.022590	0.000022386
2013-04-25T03:45:31.130	48.149	[948.35,-364.20956]	47.062	[947.29,-363.95880]	0.023980	0.000023951
2013-04-25T03:46:31.120	49.282	[949.45,-364.47095]	48.545	[948.73,-364.30087]	0.025467	0.000025625
2013-04-25T03:47:31.130	50.415	[950.55,-364.73236]	50.120	[950.27,-364.66440]	0.027057	0.000027416
2013-04-25T03:48:31.120	51.548	[951.66,-364.99380]	51.794	[951.90,-365.05054]	0.028759	0.000029332
2013-04-25T03:49:31.130	52.680	[952.76,-365.25516]	53.574	[953.63,-365.46124]	0.030580	0.000031383
2013-04-25T03:50:31.120	53.813	[953.86,-365.51660]	55.466	[955.47,-365.89783]	0.032528	0.000033576
2013-04-25T03:51:31.130	55.513	[955.51,-365.90866]	57.480	[957.43,-366.36252]	0.034612	0.000035923
2013-04-25T03:52:31.120	58.345	[958.27,-366.56216]	59.622	[959.51,-366.85687]	0.036842	0.000038433
2013-04-25T03:53:31.130	61.177	[961.03,-367.21567]	61.904	[961.73,-367.38330]	0.039228	0.000041120
2013-04-25T03:54:31.130	63.443	[963.23,-367.73846]	64.333	[964.10,-367.94382]	0.041780	0.000043994
2013-04-25T03:55:31.130	66.842	[966.54,-368.52267]	66.921	[966.62,-368.54095]	0.044511	0.000047069
2013-04-25T03:56:31.120	70.807	[970.40,-369.43759]	69.678	[969.30,-369.17703]	0.047432	0.000050358
2013-04-25T03:57:31.130	74.772	[974.25,-370.35248]	72.617	[972.16,-369.85519]	0.050559	0.000053879
2013-04-25T03:58:31.130	78.171	[977.56,-371.13666]	75.750	[975.21,-370.57803]	0.053903	0.000057645
2013-04-25T03:59:31.130	81.570	[980.87,-371.92090]	79.090	[978.46,-371.34879]	0.057481	0.000061674
2013-04-25T04:00:31.120	84.968	[984.18,-372.70511]	82.652	[981.92,-372.17059]	0.061309	0.000065984
2013-04-25T04:01:31.130	87.801	[986.93,-373.35864]	86.453	[985.62,-373.04755]	0.065406	0.000070596
2013-04-25T04:02:31.120	92.332	[991.34,-374.40421]	90.506	[989.56,-373.98288]	0.069787	0.000075530
2013-04-25T04:03:31.130	96.298	[995.20,-375.31912]	94.833	[993.77,-374.98126]	0.074476	0.000080810
2013-04-25T04:04:31.120	101.40	[1000.2,-376.49542]	99.450	[998.27,-376.04648]	0.079491	0.000086457
2013-04-25T04:05:31.130	104.23	[1002.9,-377.14890]	104.38	[1003.1,-377.18387]	0.084859	0.000092501
2013-04-25T04:06:31.120	108.19	[1006.8,-378.06384]	109.64	[1008.2,-378.39774]	0.090600	0.000098965
2013-04-25T04:07:31.130	112.16	[1010.6,-378.97870]	115.26	[1013.6,-379.69427]	0.096744	0.00010588
2013-04-25T04:08:31.120	116.12	[1014.5,-379.89362]	121.26	[1019.5,-381.07834]	0.10332	0.00011328
