##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0643
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0643
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 3602.44 +/- 107.044
# t0 = 28180 +/- 161.987
# c0 = 123.29 +/- 6.30432
# c1 = 0.00154932 +/- 0.000149883
# c2 = 71.0405 +/- 2.47512
####
# Fit Results:
# t_onset = 2013-03-02T23:03:58.919 +/- 965.190 (sec)
# h_onset = 53.1681 +/- 8.71529 (Mm)
# dh_onset = 13.7727 +/- 8.71529 (Mm)
# dt_slowrise = 2.49105 +/- 0.268108 (hrs)
# v_slowrise = 1.20688 +/- 0.145476 (km/s)
# v_fovmax = 29.8611 +/- 1.46165 (km/s)
# v_500arc = 85.4535 +/- 5.20745 (km/s)
# a_onset = 0.310366 +/- 0.0593723 (m/s^2)
# a_fovmax = 7.99112 +/- 0.883444 (m/s^2)
# a_500arc = 23.4484 +/- 25.16 (m/s^2)
# n_onset = 1.23744 +/- 0.00893568 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.521 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2013-03-02T18:20:31.120
# km per arcsec = 719.311
# Data HEIGHT error (arcsec) = 6.3275
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2013-03-02T20:34:31.130	41.236	[-617.31311,-805.93500]	40.297	[-617.30829,-804.99677]	0.0016771	0.000000035461
2013-03-02T20:36:31.130	42.014	[-617.31714,-806.71301]	40.499	[-617.30933,-805.19830]	0.0016814	0.000000036662
2013-03-02T20:38:31.130	42.014	[-617.31714,-806.71301]	40.701	[-617.31036,-805.40033]	0.0016859	0.000000037903
2013-03-02T20:40:31.130	41.236	[-617.31311,-805.93500]	40.903	[-617.31140,-805.60284]	0.0016905	0.000000039187
2013-03-02T20:42:31.130	35.789	[-617.28497,-800.48883]	41.107	[-617.31244,-805.80603]	0.0016953	0.000000040515
2013-03-02T20:44:31.130	43.570	[-617.32520,-808.26910]	41.310	[-617.31348,-806.00977]	0.0017002	0.000000041887
2013-03-02T20:46:31.130	42.014	[-617.31714,-806.71301]	41.515	[-617.31458,-806.21405]	0.0017053	0.000000043306
2013-03-02T20:48:31.130	39.680	[-617.30511,-804.37897]	41.720	[-617.31561,-806.41901]	0.0017106	0.000000044773
2013-03-02T20:50:31.130	42.014	[-617.31714,-806.71301]	41.925	[-617.31671,-806.62463]	0.0017161	0.000000046289
2013-03-02T20:52:31.130	42.792	[-617.32117,-807.49109]	42.131	[-617.31775,-806.83087]	0.0017217	0.000000047857
2013-03-02T20:54:31.130	43.570	[-617.32520,-808.26910]	42.338	[-617.31885,-807.03784]	0.0017276	0.000000049478
2013-03-02T20:56:31.130	42.014	[-617.31714,-806.71301]	42.546	[-617.31989,-807.24548]	0.0017336	0.000000051154
2013-03-02T20:58:31.130	42.014	[-617.31714,-806.71301]	42.754	[-617.32098,-807.45392]	0.0017398	0.000000052887
2013-03-02T21:01:31.130	40.458	[-617.30908,-805.15704]	43.069	[-617.32263,-807.76801]	0.0017496	0.000000055596
2013-03-02T21:03:31.130	38.901	[-617.30109,-803.60095]	43.279	[-617.32373,-807.97827]	0.0017564	0.000000057479
2013-03-02T21:05:31.130	37.345	[-617.29303,-802.04492]	43.490	[-617.32477,-808.18951]	0.0017634	0.000000059426
2013-03-02T21:07:31.120	35.789	[-617.28497,-800.48883]	43.702	[-617.32587,-808.40149]	0.0017707	0.000000061439
2013-03-02T21:09:31.120	35.789	[-617.28497,-800.48883]	43.915	[-617.32697,-808.61444]	0.0017782	0.000000063520
2013-03-02T21:11:31.130	37.345	[-617.29303,-802.04492]	44.129	[-617.32806,-808.82831]	0.0017859	0.000000065672
2013-03-02T21:13:31.120	37.345	[-617.29303,-802.04492]	44.344	[-617.32916,-809.04303]	0.0017939	0.000000067896
2013-03-02T21:15:31.120	37.345	[-617.29303,-802.04492]	44.559	[-617.33032,-809.25885]	0.0018022	0.000000070196
2013-03-02T21:17:31.120	37.345	[-617.29303,-802.04492]	44.776	[-617.33142,-809.47559]	0.0018108	0.000000072573
2013-03-02T21:19:31.120	35.789	[-617.28497,-800.48883]	44.994	[-617.33252,-809.69342]	0.0018196	0.000000075032
2013-03-02T21:21:31.120	35.789	[-617.28497,-800.48883]	45.213	[-617.33368,-809.91229]	0.0018288	0.000000077573
2013-03-02T21:23:31.120	35.789	[-617.28497,-800.48883]	45.433	[-617.33484,-810.13232]	0.0018382	0.000000080201
2013-03-02T21:25:31.120	35.789	[-617.28497,-800.48883]	45.654	[-617.33600,-810.35352]	0.0018480	0.000000082917
2013-03-02T21:27:31.120	35.789	[-617.28497,-800.48883]	45.876	[-617.33710,-810.57581]	0.0018581	0.000000085726
2013-03-02T21:29:31.120	35.789	[-617.28497,-800.48883]	46.100	[-617.33826,-810.79944]	0.0018686	0.000000088629
2013-03-02T21:31:31.120	41.236	[-617.31311,-805.93500]	46.325	[-617.33942,-811.02429]	0.0018794	0.000000091631
2013-03-02T21:33:31.120	42.014	[-617.31714,-806.71301]	46.551	[-617.34064,-811.25055]	0.0018906	0.000000094735
2013-03-02T21:35:31.130	42.014	[-617.31714,-806.71301]	46.779	[-617.34180,-811.47809]	0.0019022	0.000000097944
2013-03-02T21:37:31.120	42.014	[-617.31714,-806.71301]	47.008	[-617.34296,-811.70703]	0.0019141	0.00000010126
2013-03-02T21:39:31.130	43.570	[-617.32520,-808.26910]	47.238	[-617.34412,-811.93750]	0.0019265	0.00000010469
2013-03-02T21:41:31.120	56.796	[-617.39355,-821.49542]	47.470	[-617.34534,-812.16943]	0.0019392	0.00000010824
2013-03-02T21:43:31.120	59.130	[-617.40558,-823.82953]	47.704	[-617.34656,-812.40295]	0.0019524	0.00000011190
2013-03-02T21:45:31.120	59.908	[-617.40961,-824.60748]	47.939	[-617.34778,-812.63800]	0.0019661	0.00000011569
2013-03-02T21:47:31.130	60.686	[-617.41364,-825.38550]	48.175	[-617.34900,-812.87476]	0.0019802	0.00000011961
2013-03-02T21:49:31.120	62.242	[-617.42169,-826.94153]	48.414	[-617.35022,-813.11328]	0.0019948	0.00000012366
2013-03-02T21:51:31.120	60.686	[-617.41364,-825.38550]	48.654	[-617.35144,-813.35358]	0.0020099	0.00000012785
2013-03-02T21:53:31.120	59.908	[-617.40961,-824.60748]	48.896	[-617.35272,-813.59564]	0.0020255	0.00000013218
2013-03-02T21:55:31.130	59.130	[-617.40558,-823.82953]	49.140	[-617.35400,-813.83972]	0.0020416	0.00000013666
2013-03-02T21:57:31.120	59.130	[-617.40558,-823.82953]	49.386	[-617.35529,-814.08563]	0.0020583	0.00000014129
2013-03-02T21:59:31.120	59.130	[-617.40558,-823.82953]	49.634	[-617.35657,-814.33374]	0.0020756	0.00000014608
2013-03-02T22:01:31.120	58.352	[-617.40161,-823.05139]	49.884	[-617.35785,-814.58380]	0.0020934	0.00000015102
2013-03-02T22:03:31.120	57.574	[-617.39758,-822.27344]	50.137	[-617.35913,-814.83612]	0.0021118	0.00000015614
2013-03-02T22:05:31.120	54.462	[-617.38147,-819.16132]	50.391	[-617.36047,-815.09070]	0.0021309	0.00000016143
2013-03-02T22:07:31.120	54.462	[-617.38147,-819.16132]	50.648	[-617.36176,-815.34760]	0.0021506	0.00000016690
2013-03-02T22:09:31.120	54.462	[-617.38147,-819.16132]	50.907	[-617.36310,-815.60687]	0.0021709	0.00000017255
2013-03-02T22:11:31.120	54.462	[-617.38147,-819.16132]	51.169	[-617.36444,-815.86859]	0.0021920	0.00000017839
2013-03-02T22:13:31.120	54.462	[-617.38147,-819.16132]	51.434	[-617.36584,-816.13293]	0.0022137	0.00000018444
2013-03-02T22:15:31.120	56.018	[-617.38953,-820.71741]	51.701	[-617.36725,-816.39990]	0.0022362	0.00000019068
