##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0890
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0890
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 1988.28 +/- 40.5059
# t0 = 34325 +/- 176.689
# c0 = 128.107 +/- 11.2262
# c1 = 0.00382678 +/- 8.24874E-05
# c2 = 164.434 +/- 1.48188
####
# Fit Results:
# t_onset = 2014-03-04T21:59:08.222 +/- 911.258 (sec)
# h_onset = 118.809 +/- 13.435 (Mm)
# dh_onset = 50.834 +/- 13.435 (Mm)
# dt_slowrise = 4.57697 +/- 0.253127 (hrs)
# v_slowrise = 2.75444 +/- 0.472122 (km/s)
# v_fovmax = 98.4691 +/- 12.2913 (km/s)
# v_500arc = 121.642 +/- 9.11655 (km/s)
# a_onset = 1.38601 +/- 0.35495 (m/s^2)
# a_fovmax = 48.1815 +/- 9.87446 (m/s^2)
# a_500arc = 59.8399 +/- 68.0045 (m/s^2)
# n_onset = 1.62287 +/- 0.0281734 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.515 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2014-03-04T14:00:31.120
# km per arcsec = 719.596
# Data HEIGHT error (arcsec) = 7.57801
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2014-03-04T17:24:31.130	84.432	[627.71,-862.70056]	79.921	[625.22,-858.93903]	0.0038277	0.00000000048601
2014-03-04T17:26:31.120	84.432	[627.71,-862.70056]	80.381	[625.47,-859.32196]	0.0038278	0.00000000051624
2014-03-04T17:28:31.120	84.432	[627.71,-862.70056]	80.840	[625.73,-859.70502]	0.0038279	0.00000000054836
2014-03-04T17:30:31.150	84.432	[627.71,-862.70056]	81.299	[625.98,-860.08807]	0.0038279	0.00000000058248
2014-03-04T17:32:31.120	84.432	[627.71,-862.70056]	81.759	[626.24,-860.47101]	0.0038280	0.00000000061871
2014-03-04T17:34:31.120	84.432	[627.71,-862.70056]	82.218	[626.49,-860.85406]	0.0038281	0.00000000065720
2014-03-04T17:36:31.120	86.229	[628.70,-864.19836]	82.677	[626.74,-861.23712]	0.0038282	0.00000000069809
2014-03-04T17:38:31.130	86.229	[628.70,-864.19836]	83.137	[627.00,-861.62012]	0.0038283	0.00000000074152
2014-03-04T17:40:31.130	86.229	[628.70,-864.19836]	83.596	[627.25,-862.00317]	0.0038283	0.00000000078765
2014-03-04T17:42:31.130	86.229	[628.70,-864.19836]	84.056	[627.50,-862.38623]	0.0038284	0.00000000083665
2014-03-04T17:44:31.120	86.229	[628.70,-864.19836]	84.515	[627.76,-862.76929]	0.0038285	0.00000000088870
2014-03-04T17:46:31.120	86.229	[628.70,-864.19836]	84.974	[628.01,-863.15240]	0.0038287	0.00000000094398
2014-03-04T17:48:31.150	86.229	[628.70,-864.19836]	85.434	[628.26,-863.53552]	0.0038288	0.0000000010027
2014-03-04T17:50:31.120	86.229	[628.70,-864.19836]	85.893	[628.52,-863.91852]	0.0038289	0.0000000010651
2014-03-04T17:52:31.120	88.025	[629.69,-865.69629]	86.353	[628.77,-864.30164]	0.0038290	0.0000000011314
2014-03-04T17:54:31.120	88.025	[629.69,-865.69629]	86.812	[629.03,-864.68475]	0.0038292	0.0000000012017
2014-03-04T17:56:31.120	88.025	[629.69,-865.69629]	87.272	[629.28,-865.06799]	0.0038293	0.0000000012765
2014-03-04T17:58:31.120	88.025	[629.69,-865.69629]	87.731	[629.53,-865.45111]	0.0038295	0.0000000013559
2014-03-04T18:00:31.120	89.822	[630.69,-867.19415]	88.191	[629.79,-865.83429]	0.0038296	0.0000000014403
2014-03-04T18:02:31.120	89.822	[630.69,-867.19415]	88.650	[630.04,-866.21741]	0.0038298	0.0000000015299
2014-03-04T18:04:31.120	89.822	[630.69,-867.19415]	89.110	[630.29,-866.60071]	0.0038300	0.0000000016251
2014-03-04T18:06:31.120	89.822	[630.69,-867.19415]	89.570	[630.55,-866.98389]	0.0038302	0.0000000017261
2014-03-04T18:08:31.120	89.822	[630.69,-867.19415]	90.029	[630.80,-867.36719]	0.0038304	0.0000000018335
2014-03-04T18:10:31.120	89.822	[630.69,-867.19415]	90.489	[631.05,-867.75037]	0.0038307	0.0000000019476
2014-03-04T18:12:31.120	91.618	[631.68,-868.69196]	90.949	[631.31,-868.13373]	0.0038309	0.0000000020688
2014-03-04T18:14:31.120	91.618	[631.68,-868.69196]	91.408	[631.56,-868.51703]	0.0038312	0.0000000021975
2014-03-04T18:16:31.120	91.618	[631.68,-868.69196]	91.868	[631.82,-868.90039]	0.0038314	0.0000000023342
2014-03-04T18:18:31.120	93.415	[632.67,-870.19000]	92.328	[632.07,-869.28375]	0.0038317	0.0000000024794
2014-03-04T18:20:31.120	93.415	[632.67,-870.19000]	92.788	[632.32,-869.66718]	0.0038320	0.0000000026336
2014-03-04T18:22:31.120	93.415	[632.67,-870.19000]	93.248	[632.58,-870.05060]	0.0038323	0.0000000027975
2014-03-04T18:24:31.120	93.415	[632.67,-870.19000]	93.707	[632.83,-870.43408]	0.0038327	0.0000000029715
2014-03-04T18:26:31.120	93.415	[632.67,-870.19000]	94.167	[633.09,-870.81757]	0.0038331	0.0000000031564
2014-03-04T18:28:31.120	93.415	[632.67,-870.19000]	94.627	[633.34,-871.20111]	0.0038334	0.0000000033528
2014-03-04T18:30:31.120	93.415	[632.67,-870.19000]	95.087	[633.59,-871.58472]	0.0038339	0.0000000035613
2014-03-04T18:32:31.120	95.211	[633.66,-871.68781]	95.547	[633.85,-871.96832]	0.0038343	0.0000000037829
2014-03-04T18:34:31.120	95.211	[633.66,-871.68781]	96.008	[634.10,-872.35199]	0.0038348	0.0000000040182
2014-03-04T18:36:31.120	95.211	[633.66,-871.68781]	96.468	[634.36,-872.73572]	0.0038353	0.0000000042682
2014-03-04T18:38:31.120	96.109	[634.16,-872.43677]	96.928	[634.61,-873.11951]	0.0038358	0.0000000045338
2014-03-04T18:40:31.140	97.007	[634.65,-873.18567]	97.388	[634.86,-873.50336]	0.0038364	0.0000000048159
2014-03-04T18:42:31.120	97.007	[634.65,-873.18567]	97.849	[635.12,-873.88721]	0.0038370	0.0000000051154
2014-03-04T18:44:31.140	97.007	[634.65,-873.18567]	98.309	[635.37,-874.27118]	0.0038376	0.0000000054337
2014-03-04T18:46:31.120	97.007	[634.65,-873.18567]	98.770	[635.63,-874.65515]	0.0038383	0.0000000057717
2014-03-04T18:48:31.140	97.007	[634.65,-873.18567]	99.231	[635.88,-875.03937]	0.0038390	0.0000000061308
2014-03-04T18:50:31.120	97.007	[634.65,-873.18567]	99.691	[636.14,-875.42340]	0.0038397	0.0000000065122
2014-03-04T18:52:31.120	97.007	[634.65,-873.18567]	100.15	[636.39,-875.80768]	0.0038405	0.0000000069173
2014-03-04T18:54:31.140	100.60	[636.64,-876.18140]	100.61	[636.64,-876.19196]	0.0038414	0.0000000073477
2014-03-04T18:56:31.120	101.50	[637.13,-876.93048]	101.07	[636.90,-876.57629]	0.0038423	0.0000000078048
2014-03-04T18:58:31.120	102.40	[637.63,-877.67932]	101.54	[637.15,-876.96088]	0.0038433	0.0000000082903
2014-03-04T19:00:31.120	102.40	[637.63,-877.67932]	102.00	[637.41,-877.34540]	0.0038443	0.0000000088061
2014-03-04T19:02:31.120	100.60	[636.64,-876.18140]	102.46	[637.66,-877.73016]	0.0038454	0.0000000093539
2014-03-04T19:04:31.120	97.007	[634.65,-873.18567]	102.92	[637.92,-878.11493]	0.0038465	0.0000000099359
2014-03-04T19:06:31.130	97.007	[634.65,-873.18567]	103.38	[638.17,-878.49988]	0.0038478	0.000000010554
2014-03-04T19:08:31.130	98.804	[635.65,-874.68359]	103.84	[638.43,-878.88495]	0.0038491	0.000000011211
2014-03-04T19:10:31.130	98.804	[635.65,-874.68359]	104.30	[638.68,-879.27014]	0.0038505	0.000000011908
2014-03-04T19:12:31.130	100.60	[636.64,-876.18140]	104.77	[638.94,-879.65552]	0.0038519	0.000000012649
2014-03-04T19:14:31.130	100.60	[636.64,-876.18140]	105.23	[639.19,-880.04102]	0.0038535	0.000000013436
2014-03-04T19:16:31.130	102.40	[637.63,-877.67932]	105.69	[639.45,-880.42664]	0.0038552	0.000000014272
2014-03-04T19:18:31.140	102.40	[637.63,-877.67932]	106.15	[639.70,-880.81256]	0.0038569	0.000000015160
2014-03-04T19:20:31.130	104.19	[638.62,-879.17725]	106.62	[639.96,-881.19849]	0.0038588	0.000000016103
2014-03-04T19:22:31.130	104.19	[638.62,-879.17725]	107.08	[640.21,-881.58472]	0.0038608	0.000000017104
2014-03-04T19:24:31.130	104.19	[638.62,-879.17725]	107.54	[640.47,-881.97107]	0.0038629	0.000000018169
2014-03-04T19:26:31.130	107.79	[640.60,-882.17291]	108.01	[640.73,-882.35773]	0.0038652	0.000000019299
2014-03-04T19:28:31.130	108.68	[641.10,-882.92188]	108.47	[640.98,-882.74457]	0.0038675	0.000000020500
2014-03-04T19:30:31.130	109.58	[641.60,-883.67096]	108.94	[641.24,-883.13165]	0.0038701	0.000000021775
2014-03-04T19:32:31.140	111.38	[642.59,-885.16876]	109.40	[641.50,-883.51904]	0.0038728	0.000000023130
2014-03-04T19:34:31.130	114.07	[644.07,-887.41559]	109.87	[641.75,-883.90668]	0.0038756	0.000000024568
2014-03-04T19:36:31.130	114.97	[644.57,-888.16443]	110.33	[642.01,-884.29462]	0.0038787	0.000000026097
2014-03-04T19:38:31.130	116.77	[645.56,-889.66235]	110.80	[642.27,-884.68286]	0.0038819	0.000000027720
2014-03-04T19:40:31.140	116.77	[645.56,-889.66235]	111.26	[642.52,-885.07141]	0.0038853	0.000000029445
2014-03-04T19:42:31.130	116.77	[645.56,-889.66235]	111.73	[642.78,-885.46039]	0.0038890	0.000000031277
2014-03-04T19:44:31.130	114.97	[644.57,-888.16443]	112.20	[643.04,-885.84967]	0.0038928	0.000000033223
2014-03-04T19:46:31.130	113.18	[643.58,-886.66663]	112.66	[643.30,-886.23932]	0.0038969	0.000000035289
2014-03-04T19:48:31.130	113.18	[643.58,-886.66663]	113.13	[643.55,-886.62952]	0.0039013	0.000000037485
2014-03-04T19:50:31.130	113.18	[643.58,-886.66663]	113.60	[643.81,-887.02008]	0.0039059	0.000000039817
2014-03-04T19:52:31.140	113.18	[643.58,-886.66663]	114.07	[644.07,-887.41119]	0.0039109	0.000000042294
2014-03-04T19:54:31.130	114.97	[644.57,-888.16443]	114.54	[644.33,-887.80267]	0.0039161	0.000000044925
2014-03-04T19:56:31.140	114.97	[644.57,-888.16443]	115.01	[644.59,-888.19489]	0.0039217	0.000000047720
2014-03-04T19:58:31.130	116.77	[645.56,-889.66235]	115.48	[644.85,-888.58752]	0.0039276	0.000000050689
2014-03-04T20:03:19.120	117.67	[646.06,-890.41132]	116.61	[645.48,-889.53247]	0.0039433	0.000000058589
2014-03-04T20:07:31.130	120.36	[647.55,-892.65814]	117.61	[646.03,-890.36267]	0.0039590	0.000000066507
2014-03-04T20:09:31.120	123.06	[649.03,-894.90491]	118.08	[646.29,-890.75916]	0.0039672	0.000000070644
2014-03-04T20:26:19.120	123.95	[649.53,-895.65387]	122.13	[648.52,-894.12927]	0.0040600	0.00000011729
2014-03-04T20:28:19.120	123.95	[649.53,-895.65387]	122.61	[648.79,-894.53619]	0.0040745	0.00000012458
2014-03-04T20:30:19.120	124.85	[650.03,-896.40283]	123.10	[649.06,-894.94464]	0.0040899	0.00000013233
2014-03-04T20:32:19.120	125.75	[650.52,-897.15179]	123.60	[649.33,-895.35468]	0.0041063	0.00000014057
2014-03-04T20:34:19.120	125.75	[650.52,-897.15179]	124.09	[649.60,-895.76636]	0.0041237	0.00000014931
2014-03-04T20:36:19.120	120.36	[647.55,-892.65814]	124.58	[649.88,-896.17987]	0.0041421	0.00000015860
2014-03-04T20:38:19.120	122.16	[648.54,-894.15607]	125.08	[650.15,-896.59534]	0.0041617	0.00000016847
2014-03-04T20:40:19.120	122.16	[648.54,-894.15607]	125.58	[650.43,-897.01276]	0.0041826	0.00000017895
2014-03-04T20:42:19.120	123.95	[649.53,-895.65387]	126.09	[650.71,-897.43237]	0.0042047	0.00000019008
2014-03-04T20:44:19.120	123.95	[649.53,-895.65387]	126.59	[650.99,-897.85419]	0.0042282	0.00000020191
2014-03-04T20:46:19.120	124.85	[650.03,-896.40283]	127.10	[651.27,-898.27856]	0.0042532	0.00000021447
2014-03-04T20:48:19.120	125.75	[650.52,-897.15179]	127.61	[651.55,-898.70544]	0.0042797	0.00000022781
2014-03-04T20:50:19.120	125.75	[650.52,-897.15179]	128.13	[651.83,-899.13501]	0.0043079	0.00000024198
2014-03-04T20:52:19.120	127.55	[651.51,-898.64966]	128.65	[652.12,-899.56757]	0.0043378	0.00000025704
2014-03-04T20:54:19.120	127.55	[651.51,-898.64966]	129.17	[652.41,-900.00317]	0.0043696	0.00000027303
2014-03-04T20:56:19.120	129.34	[652.50,-900.14758]	129.70	[652.70,-900.44208]	0.0044034	0.00000029001
2014-03-04T20:58:19.120	130.24	[653.00,-900.89648]	130.23	[652.99,-900.88446]	0.0044393	0.00000030806
2014-03-04T21:01:19.120	131.14	[653.50,-901.64545]	131.03	[653.44,-901.55499]	0.0044973	0.00000033725
2014-03-04T21:03:19.120	131.14	[653.50,-901.64545]	131.57	[653.74,-902.00702]	0.0045390	0.00000035823
2014-03-04T21:05:19.120	132.94	[654.49,-903.14331]	132.12	[654.04,-902.46344]	0.0045833	0.00000038051
2014-03-04T21:07:19.120	132.94	[654.49,-903.14331]	132.67	[654.34,-902.92432]	0.0046304	0.00000040418
2014-03-04T21:09:19.120	132.94	[654.49,-903.14331]	133.23	[654.65,-903.39008]	0.0046804	0.00000042933
2014-03-04T21:11:19.120	134.73	[655.48,-904.64124]	133.80	[654.96,-903.86102]	0.0047335	0.00000045604
2014-03-04T21:13:19.120	134.73	[655.48,-904.64124]	134.37	[655.28,-904.33740]	0.0047899	0.00000048441
2014-03-04T21:15:19.120	136.53	[656.47,-906.13910]	134.95	[655.60,-904.81964]	0.0048498	0.00000051455
2014-03-04T21:17:19.120	136.53	[656.47,-906.13910]	135.53	[655.92,-905.30817]	0.0049135	0.00000054656
2014-03-04T21:19:19.120	134.73	[655.48,-904.64124]	136.13	[656.25,-905.80310]	0.0049811	0.00000058056
2014-03-04T21:21:19.120	133.83	[654.98,-903.89227]	136.73	[656.58,-906.30499]	0.0050529	0.00000061668
2014-03-04T21:23:19.120	132.94	[654.49,-903.14331]	137.34	[656.92,-906.81439]	0.0051292	0.00000065504
2014-03-04T21:25:19.120	114.97	[644.57,-888.16443]	137.96	[657.26,-907.33160]	0.0052102	0.00000069580
