##########################################################################################
# SDO/AIA Filament Eruption Catalog
# Website: http://aia.cfa.harvard.edu/filament/
###
# Height-Time Kinematics Entry for ID No. 0633
# Entry URL: http://aia.cfa.harvard.edu/filament/index.html?search=0633
####
# Fit Parameters for h(t) = c0*exp[(t-t0)/tau] + c1(t-t0) + c2
# Note that t is in seconds relative to the start of observations, and h is in arcsec
# above the the limb along the (not necessarily radial) fit trajectory.
##
# tau = 1866.73 +/- 23.1433
# t0 = 24899 +/- 150.799
# c0 = 135.033 +/- 10.7258
# c1 = 0.00179086 +/- 6.28368E-05
# c2 = 49.5985 +/- 0.895808
####
# Fit Results:
# t_onset = 2013-02-11T01:30:30.188 +/- 698.042 (sec)
# h_onset = 39.5145 +/- 5.25304 (Mm)
# dh_onset = 17.4719 +/- 5.25304 (Mm)
# dt_slowrise = 3.24974 +/- 0.193901 (hrs)
# v_slowrise = 1.28501 +/- 0.167904 (km/s)
# v_fovmax = 82.3297 +/- 7.92517 (km/s)
# v_500arc = 172.564 +/- 13.3279 (km/s)
# a_onset = 0.687364 +/- 0.148559 (m/s^2)
# a_fovmax = 43.4307 +/- 7.74703 (m/s^2)
# a_500arc = 91.7813 +/- 104.539 (m/s^2)
# n_onset = 1.14259 +/- 0.00751259 (none)
##########################################################################################
# Data Key:
# TIME = Time in UT
# HEIGHT = Measured height in arcsec along trajectory slice starting from an initial radial height of 0.015 rsun (14.585 arcsec)
# COORD = [x,y] coordinate for HEIGHT in arcsec
# FIT_H = Fitted height in arcsec given parameters listed above.
# FIT_COORD = [x,y] coordinate for FIT_H
# FIT_V = Fit velocity in arcsec per second
# FIT_A = Fit acceleration in arcsec per second^2
####
# Data Info:
# Observation Start = 2013-02-10T20:30:31.120
# km per arcsec = 716.171
# Data HEIGHT error (arcsec) = 4.23446
##########################################################################################
TIME	HEIGHT	COORD	FIT_H	FIT_COORD	FIT_V	FIT_A
2013-02-10T22:15:31.120	13.765	[821.25,-571.36035]	16.297	[823.49,-572.54871]	0.0017943	0.0000000018248
2013-02-10T22:17:31.120	14.574	[821.97,-571.74036]	16.512	[823.68,-572.64978]	0.0017945	0.0000000019460
2013-02-10T22:19:31.120	14.574	[821.97,-571.74036]	16.727	[823.87,-572.75085]	0.0017947	0.0000000020752
2013-02-10T22:21:31.120	14.574	[821.97,-571.74036]	16.943	[824.06,-572.85193]	0.0017950	0.0000000022130
2013-02-10T22:23:31.120	14.574	[821.97,-571.74036]	17.158	[824.25,-572.95300]	0.0017953	0.0000000023599
2013-02-10T22:25:31.120	15.384	[822.68,-572.12036]	17.374	[824.44,-573.05414]	0.0017956	0.0000000025166
2013-02-10T22:27:31.120	17.003	[824.11,-572.88043]	17.589	[824.63,-573.15533]	0.0017959	0.0000000026837
2013-02-10T22:29:31.120	16.194	[823.40,-572.50037]	17.805	[824.82,-573.25647]	0.0017962	0.0000000028619
2013-02-10T22:31:31.120	16.194	[823.40,-572.50037]	18.020	[825.01,-573.35760]	0.0017966	0.0000000030519
2013-02-10T22:33:31.120	16.194	[823.40,-572.50037]	18.236	[825.20,-573.45880]	0.0017969	0.0000000032545
2013-02-10T22:35:31.120	16.194	[823.40,-572.50037]	18.451	[825.39,-573.56000]	0.0017973	0.0000000034706
2013-02-10T22:37:31.120	17.813	[824.83,-573.26044]	18.667	[825.58,-573.66125]	0.0017978	0.0000000037010
2013-02-10T22:39:31.120	17.813	[824.83,-573.26044]	18.883	[825.77,-573.76257]	0.0017982	0.0000000039468
2013-02-10T22:41:31.120	25.910	[831.98,-577.06061]	19.099	[825.96,-573.86383]	0.0017987	0.0000000042088
2013-02-10T22:43:31.120	19.432	[826.26,-574.02045]	19.315	[826.16,-573.96515]	0.0017992	0.0000000044883
2013-02-10T22:45:31.120	26.720	[832.69,-577.44061]	19.531	[826.35,-574.06653]	0.0017998	0.0000000047863
2013-02-10T22:47:31.120	19.432	[826.26,-574.02045]	19.747	[826.54,-574.16791]	0.0018004	0.0000000051040
2013-02-10T22:49:31.120	19.432	[826.26,-574.02045]	19.963	[826.73,-574.26929]	0.0018010	0.0000000054429
2013-02-10T22:51:31.120	19.432	[826.26,-574.02045]	20.179	[826.92,-574.37073]	0.0018017	0.0000000058043
2013-02-10T22:53:31.120	19.432	[826.26,-574.02045]	20.395	[827.11,-574.47223]	0.0018024	0.0000000061897
2013-02-10T22:55:31.120	21.052	[827.69,-574.78052]	20.611	[827.30,-574.57379]	0.0018032	0.0000000066006
2013-02-10T22:57:31.120	21.052	[827.69,-574.78052]	20.828	[827.49,-574.67535]	0.0018040	0.0000000070389
2013-02-10T22:59:31.120	21.052	[827.69,-574.78052]	21.044	[827.68,-574.77698]	0.0018049	0.0000000075062
2013-02-10T23:01:31.120	21.052	[827.69,-574.78052]	21.261	[827.87,-574.87866]	0.0018058	0.0000000080046
2013-02-10T23:03:31.120	16.194	[823.40,-572.50037]	21.478	[828.07,-574.98041]	0.0018068	0.0000000085361
2013-02-10T23:05:31.120	16.194	[823.40,-572.50037]	21.695	[828.26,-575.08221]	0.0018079	0.0000000091028
2013-02-10T23:07:31.120	17.003	[824.11,-572.88043]	21.912	[828.45,-575.18402]	0.0018090	0.0000000097072
2013-02-10T23:09:31.120	18.623	[825.54,-573.64044]	22.129	[828.64,-575.28595]	0.0018102	0.000000010352
2013-02-10T23:11:31.120	19.432	[826.26,-574.02045]	22.346	[828.83,-575.38794]	0.0018115	0.000000011039
2013-02-10T23:13:31.120	24.291	[830.55,-576.30060]	22.564	[829.02,-575.48999]	0.0018128	0.000000011772
2013-02-10T23:15:31.120	25.910	[831.98,-577.06061]	22.781	[829.22,-575.59216]	0.0018143	0.000000012554
2013-02-10T23:17:31.120	25.910	[831.98,-577.06061]	22.999	[829.41,-575.69440]	0.0018158	0.000000013387
2013-02-10T23:19:31.120	21.862	[828.40,-575.16052]	23.217	[829.60,-575.79669]	0.0018175	0.000000014276
2013-02-10T23:21:31.120	24.291	[830.55,-576.30060]	23.435	[829.79,-575.89911]	0.0018193	0.000000015224
2013-02-10T23:23:31.120	24.291	[830.55,-576.30060]	23.654	[829.99,-576.00165]	0.0018212	0.000000016234
2013-02-10T23:25:31.120	17.813	[824.83,-573.26044]	23.872	[830.18,-576.10425]	0.0018232	0.000000017312
2013-02-10T23:27:31.120	18.623	[825.54,-573.64044]	24.091	[830.37,-576.20697]	0.0018253	0.000000018462
2013-02-10T23:29:31.120	21.052	[827.69,-574.78052]	24.310	[830.57,-576.30981]	0.0018276	0.000000019688
2013-02-10T23:31:31.120	22.671	[829.12,-575.54053]	24.530	[830.76,-576.41284]	0.0018301	0.000000020995
2013-02-10T23:33:31.120	24.291	[830.55,-576.30060]	24.750	[830.95,-576.51599]	0.0018327	0.000000022389
